Aano_EGB05519	PHD SNF2_N Helicase_C
Plebac_Pbla_mRNA_2974	PHD
Plebac_Pbla_mRNA_3155	PHD
Plebac_Pbla_mRNA_4351	PHD
Plebac_Pbla_mRNA_5195	RCC1 RCC1 RCC1 RCC1 RCC1 PHD
Plebac_Pbla_mRNA_5582	PHD
Plebac_Pbla_mRNA_6569	PHD
Plebac_Pbla_mRNA_8400	PHD SET
Porpur_KAA8491662.1	WHIM1 PHD zf-HC5HC2H Bromodomain
Porpur_KAA8491667.1	PHD SET Ribosom_S12_S23
Porpur_KAA8493801.1	zf-C3HC4_2 zf-HC5HC2H PHD
Porpur_KAA8496554.1	PHD PHD PHD PHD JmjC
Porpur_KAA8497219.1	zf-UBP_var zf-UBP UCH PHD UBA UBA
Porpur_KAA8497913.1	PHD
Porpur_KAA8498480.1	PHD
Ppat_PAC_32953547.CDS.1	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Ppat_PAC_32986761.CDS.1	PWWP PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c10_22120V3.2	PHD
Ppat_Pp3c10_2280V3.1	PHD Chromo Chromo SNF2_N Helicase_C
Ppat_Pp3c11_12900V3.1	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Ppat_Pp3c11_7230V3.2	Alfin PHD
Ppat_Pp3c11_8090V3.1	PHD
Ppat_Pp3c1_22210V3.2	Jas PHD
Ppat_Pp3c12_7090V3.2	BAH PHD
Ppat_Pp3c1_28750V3.1	Jas PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c1_31190V3.1	BAH PHD
Ppat_Pp3c13_19680V3.1	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Ppat_Pp3c13_19810V3.1	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c13_4600V3.1	PHD
Ppat_Pp3c14_19990V3.1	PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c14_2650V3.2	PHD Chromo Chromo SNF2_N Helicase_C
Ppat_Pp3c15_14600V3.1	PHD Cohesin_HEAT Nipped-B_C
Ppat_Pp3c15_18060V3.1	PHD zf-HC5HC2H_2
Ppat_Pp3c15_21830V3.2	PHD
Ppat_Pp3c1_8100V3.1	zf-RING_2 PHD
Ppat_Pp3c18_19040V3.1	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Ppat_Pp3c1_860V3.1	DDT Bromodomain PHD WHIM1 WSD
Ppat_Pp3c1_8820V3.3	Alfin PHD
Ppat_Pp3c20_14020V3.1	PHD
Ppat_Pp3c20_14150V3.1	PHD zf-MIZ
Ppat_Pp3c20_6700V3.1	PHD
Ppat_Pp3c2_10000V3.1	Jas PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c21_10100V3.1	JmjN ARID PHD JmjC
Ppat_Pp3c21_10500V3.2	JmjN ARID PHD JmjC zf-C5HC2
Ppat_Pp3c21_10520V3.2	PHD
Ppat_Pp3c21_10800V3.1	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Ppat_Pp3c2_31290V3.7	Alfin PHD
Ppat_Pp3c2_35750V3.1	MBD DDT Bromodomain PHD WHIM1 WSD
Ppat_Pp3c23_6780V3.1	PHD zf-MIZ
Ppat_Pp3c2_37790V3.1	zf-RING_2 PHD
Ppat_Pp3c24_13070V3.1	PHD zf-MIZ
Ppat_Pp3c24_14110V3.1	PHD SET
Ppat_Pp3c24_16720V3.1	PHD BAH
Ppat_Pp3c2_7400V3.1	BAH PHD
Ppat_Pp3c3_23680V3.1	PWWP PHD Chromo SNF2_N Helicase_C
Ppat_Pp3c3_23770V3.8	PWWP PHD SAND PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c3_29290V3.1	PHD Homeodomain
Ppat_Pp3c4_21200V3.3	BAH PHD
Ppat_Pp3c4_370V3.4	PHD Homeodomain
Ppat_Pp3c5_19640V3.4	PHD DDT Bromodomain PHD WHIM1 WSD
Ppat_Pp3c5_5030V3.1	Alfin PHD
Ppat_Pp3c6_15100V3.4	PHD
Ppat_Pp3c6_15430V3.1	BAH PHD
Ppat_Pp3c6_24360V3.1	Alfin PHD
Ppat_Pp3c6_29020V3.1	Alfin PHD
Ppat_Pp3c6_7710V3.2	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Ppat_Pp3c6_8120V3.1	PHD DDT PHD WHIM1 WSD
Ppat_Pp3c7_26020V3.4	Alfin PHD
Ppat_Pp3c7_26660V3.1	EPL1 zf-HC5HC2H_2
Ppat_Pp3c7_5480V3.3	DDT PHD
Ppat_Pp3c8_14490V3.2	PHD
Ppat_Pp3c8_18540V3.1	PHD
Ppat_Pp3c9_1080V3.1	PHD AAA AAA_lid_10
Ppat_Pp3c9_19210V3.1	BAH PHD
Ppat_Pp3c9_20410V3.3	PHD
Ppat_Pp3c9_22160V3.1	PHD_2 zf-HC5HC2H_2
Ptet_CAK55976	PHD
Ptet_CAK57314	BAH PHD
Ptet_CAK58429	PHD
Ptet_CAK58584	AWS SET PHD ADK
Ptet_CAK60125	PHD
Ptet_CAK60681	PHD_2 zf-HC5HC2H PHD
Ptet_CAK61854	PHD_2 zf-HC5HC2H
Ptet_CAK61905	BAH PHD
Ptet_CAK62799	BAH PHD
Ptet_CAK63244	PHD SET
Ptet_CAK63626	zf-HC5HC2H PHD_2 zf-HC5HC2H_2
Ptet_CAK63928	BAH PHD
Ptet_CAK65430	zf-HC5HC2H_2 PHD
Ptet_CAK65641	PHD_2 zf-HC5HC2H
Ptet_CAK66388	PHD
Ptet_CAK66947	PHD SET
Ptet_CAK67618	PHD
Ptet_CAK68355	PHD
Ptet_CAK69612	zf-HC5HC2H_2 PHD
Ptet_CAK69658	PHD
Ptet_CAK69940	PHD
Ptet_CAK70661	BAH PHD
Ptet_CAK70995	PHD
Ptet_CAK72084	BAH PHD
Ptet_CAK72564	PHD_2 zf-HC5HC2H PHD
Ptet_CAK73096	PHD_2 zf-HC5HC2H_2
Ptet_CAK73221	zf-HC5HC2H_2 PHD
Ptet_CAK73789	PHD
Ptet_CAK74020	zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Ptet_CAK74373	zf-HC5HC2H_2 PHD
Ptet_CAK75091	PHD
Ptet_CAK77138	PHD_2 zf-HC5HC2H_2
Ptet_CAK77887	PHD_2 zf-HC5HC2H_2
Ptet_CAK78593	PHD_2
Ptet_CAK78594	zf-HC5HC2H PHD
Ptet_CAK78817	PHD
Ptet_CAK79257	PHD
Ptet_CAK80418	PHD
Ptet_CAK81540	zf-HC5HC2H_2 PHD
Ptet_CAK82880	PHD
Ptet_CAK84115	PHD_2 zf-HC5HC2H
Ptet_CAK84590	PHD_2 zf-HC5HC2H PHD
Ptet_CAK85204	AWS SET PHD
Ptet_CAK85342	PHD
Ptet_CAK86221	PHD_2 zf-HC5HC2H_2
Ptet_CAK87257	PHD
Ptet_CAK87787	BAH PHD
Ptet_CAK88150	PHD
Ptet_CAK88306	AWS SET PHD ADK
Ptet_CAK88639	PHD
Ptet_CAK90856	PLU-1 PHD
Ptet_CAK92558	PHD_2 zf-HC5HC2H PHD
Ptet_CAK93212	PHD
Ptet_CAK94210	BAH PHD
Ptyfla_pfl_40v0_9_20150316_1g10663.t1	PHD TatD_DNase
Ptyfla_pfl_40v0_9_20150316_1g1075.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g11684.t1	YqaJ PHD
Ptyfla_pfl_40v0_9_20150316_1g11787.t1	PHD LRR_8 LRR_8
Ptyfla_pfl_40v0_9_20150316_1g13823.t1	TTD PHD
Ptyfla_pfl_40v0_9_20150316_1g13898.t1	PHD zf-HC5HC2H_2 PHD NHL NHL Somatomedin_B
Ptyfla_pfl_40v0_9_20150316_1g13958.t1	PHD Helicase_C DUF1087 DUF1086 CHDCT2
Ptyfla_pfl_40v0_9_20150316_1g16339.t1	PHD CEP63
Ptyfla_pfl_40v0_9_20150316_1g1948.t1	WSD PHD
Ptyfla_pfl_40v0_9_20150316_1g20930.t1	Homeodomain PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Ptyfla_pfl_40v0_9_20150316_1g22148.t1	zf-CXXC PHD FYRN
Ptyfla_pfl_40v0_9_20150316_1g24097.t1	JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Ptyfla_pfl_40v0_9_20150316_1g25801.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g29525.t1	DDT WHIM1 PHD WSD PHD PHD Bromodomain Glycos_transf_2
Ptyfla_pfl_40v0_9_20150316_1g30042.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g31820.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g3183.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g3184.t1	JmjN ARID PHD JmjC PLU-1
Ptyfla_pfl_40v0_9_20150316_1g3212.t1	PHD SET
Ptyfla_pfl_40v0_9_20150316_1g5052.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g5159.t1	Tudor_2 PHD
Ptyfla_pfl_40v0_9_20150316_1g6527.t1	PIF1 PHD
Ptyfla_pfl_40v0_9_20150316_1g705.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g7089.t1	PHD
Ptyfla_pfl_40v0_9_20150316_1g7392.t1	PHD JHD
Ptyfla_pfl_40v0_9_20150316_1g7407.t1	PHD_2 zf-HC5HC2H_2
Ptyfla_pfl_40v0_9_20150316_1g7528.t1	UNC-93 PHD
Ptyfla_pfl_40v0_9_20150316_1g7952.t1	Integrase_H2C2 rve PHD
Ptyfla_pfl_40v0_9_20150316_1g8315.t1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP RIIa cNMP_binding
Ptyfla_pfl_40v0_9_20150316_1g9204.t1	PHD_2
Pygbif_GCRY01003944.1.p1	PHD
Pygbif_GCRY01004966.1.p1	BRCT PHD PHD
Pygbif_GCRY01005221.1.p1	PHD zf-CpG_bind_C
Pygbif_GCRY01005646.1.p1	PHD
Pygbif_GCRY01005913.1.p1	PHD
Pygbif_GCRY01006052.1.p1	PHD
Pygbif_GCRY01006787.1.p1	PHD TFIIS_M
Pygbif_GCRY01011614.1.p1	PHD_2
Rall_EPZ31904	PHD
Rall_EPZ33452	PHD PHD FYRN SET
Rall_EPZ35171	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Rall_EPZ35345	PHD SET
Rall_EPZ35632	PHD
Ramvar_GAU88772.1	PHD zf-CpG_bind_C
Ramvar_GAU91801.1	ING PHD
Ramvar_GAU93278.1	Bromo_TP PHD
Ramvar_GAU93306.1	PHD JmjC JHD
Ramvar_GAU93307.1	PHD JmjC JHD
Ramvar_GAU93426.1	PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Ramvar_GAU93598.1	PHD PHD FYRN FYRC SET
Ramvar_GAU93987.1	PHD MOZ_SAS
Ramvar_GAU96105.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Ramvar_GAU96190.1	zf-HC5HC2H_2 PHD
Ramvar_GAU97331.1	Requiem_N PHD
Ramvar_GAU98555.1	WSD PHD
Ramvar_GAU99494.1	PHD_2 zf-HC5HC2H_2
Ramvar_GAV01453.1	ING PHD
Ramvar_GAV02118.1	PHD
Ramvar_GAV03221.1	PHD
Ramvar_GAV03974.1	PHD
Ramvar_GAV05326.1	PHD
Ramvar_GAV05596.1	PHD TFIIS_M SPOC
Ramvar_GAV07989.1	DDT PHD
Ramvar_GAV07990.1	PHD PHD Bromodomain
Ramvar_GAV07991.1	PHD PHD Bromodomain
Ramvar_GAV08431.1	PHD
Ramvar_GAV09229.1	PHD
Ramvar_GAV09428.1	PHD
Recame_RECAM_01627.mRNA.1	PHD
Recame_RECAM_08287.mRNA.1	TPR_19 zf-UBR PHD
Recame_RECAM_10144.mRNA.1	PWWP PHD
Recame_RECAM_10520.mRNA.1	PHD_2
Recame_RECAM_11623.mRNA.1	PHD
Retfil_ETO06778	PHD
Retfil_ETO08844	PHD
Retfil_ETO09176	PHD
Retfil_ETO13120	PHD_2 zf-HC5HC2H_2
Retfil_ETO19661	PHD
Retfil_ETO20010	PHD_2 zf-HC5HC2H_2
Retfil_ETO21770	PHD
Retfil_ETO26936	PHD
Retfil_ETO27604	
Retfil_ETO28256	PHD
Retfil_ETO30732	PHD
Retfil_ETO32358	PHD
Retfil_ETO32928	PHD
Retfil_ETO34154	PHD
Retfil_ETO35507	PHD_2 zf-HC5HC2H_2
Retfil_ETO36052	PHD
Rhidel_EIE76893	BAH PHD ELM2 PHD_2 zf-HC5HC2H_2
Rhidel_EIE77409	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Rhidel_EIE78562	EPL1 PHD_2 zf-HC5HC2H_2
Rhidel_EIE79055	PHD SET
Rhidel_EIE79249	PHD
Rhidel_EIE79490	PHD
Rhidel_EIE81775	PHD
Rhidel_EIE82246	PHD
Rhidel_EIE82251	PHD Cupin_8 JHD
Rhidel_EIE82572	PHD zf-MYST MOZ_SAS
Rhidel_EIE82753	PHD zf-CpG_bind_C
Rhidel_EIE82932	PHD
Rhidel_EIE83522	PHD
Rhidel_EIE84638	CRC_subunit PHD
Rhidel_EIE85346	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Rhidel_EIE85575	PHD
Rhidel_EIE88389	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Rhidel_EIE89547	PHD
Rhidel_EIE90513	PHD
Rhidel_EIE91117	PHD
Rhidel_EIE91282	PHD_2 zf-HC5HC2H_2
Rhidel_EIE91465	BAH PHD
Rigram_Gene.13444	Homeobox_KN PHD
Rigram_Gene.15078	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086
Rigram_Gene.17689	JmjN PHD JmjC PLU-1
Rigram_Gene.17940	Chromo PHD
Rigram_Gene.18001	PHD
Rigram_Gene.19565	PHD zf-HC5HC2H FYRN SET
Rigram_Gene.19566	PHD
Rigram_Gene.20318	PHD
Rigram_Gene.27040	PHD TFIIS_M SPOC
Rigram_Gene.27090	PHD
Rigram_Gene.28876	PHD_2
Rigram_Gene.29849	PHD zf-CpG_bind_C
Rigram_Gene.33850	PHD
Rigram_Gene.38354	PHD_2
Rigram_Gene.7942	PHD_2 zf-HC5HC2H_2
Rirr_GBC11146	CRC_subunit PHD
Rirr_GBC12888	PHD zf-CpG_bind_C
Rirr_GBC13900	PHD
Rirr_GBC14630	ubiquitin PHD SAD_SRA zf-C3HC4
Rirr_GBC19050	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Rirr_GBC21016	PHD
Rirr_GBC26255	Bromo_TP PHD
Rirr_GBC26353	PHD Linker_histone
Rirr_GBC40073	PHD_2 zf-HC5HC2H_2 PHD
Rirr_GBC41439	PHD TFIIS_M
Rirr_GBC42926	PHD Linker_histone
Rirr_GBC48830	PHD
Rirr_GBC49247	JmjN ARID JmjC PHD
Rirr_GBC52842	ubiquitin PHD SAD_SRA zf-C3HC4
Rirr_GBC53746	PHD
Sacu_v1.1_s0001.g000195	SNF2_N zf-C3HC4 Helicase_C Alfin PHD
Sacu_v1.1_s0001.g000260	PHD zf-C3HC4_3 SAD_SRA zf-RING_UBOX
Sacu_v1.1_s0001.g000651	PHD zf-HC5HC2H_2
Sacu_v1.1_s0002.g001119	PWWP PHD SAND PHD_2 zf-HC5HC2H_2 SET
Sacu_v1.1_s0004.g002414	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Sacu_v1.1_s0006.g003011	Jas PHD
Sacu_v1.1_s0007.g003692	DDT PHD
Sacu_v1.1_s0009.g004313	Agenet Jas PHD
Sacu_v1.1_s0009.g004326	PHD
Sacu_v1.1_s0011.g005091	PHD Homeodomain
Sacu_v1.1_s0014.g006348	BRCT_2 PTCB-BRCT BRCT PHD
Sacu_v1.1_s0015.g006562	Jas PHD
Sacu_v1.1_s0016.g006834	Alfin PHD
Sacu_v1.1_s0020.g008129	Agenet PHD
Sacu_v1.1_s0021.g008369	PHD zf-C3HC4 SAD_SRA zf-RING_UBOX
Sacu_v1.1_s0023.g008866	Alfin Alfin PHD
Sacu_v1.1_s0029.g010228	BAH PHD
Sacu_v1.1_s0031.g010677	PHD
Sacu_v1.1_s0034.g011282	PHD PHD
Sacu_v1.1_s0041.g012510	BAH PHD
Sacu_v1.1_s0042.g012709	Alfin PHD
Sacu_v1.1_s0046.g013333	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Sacu_v1.1_s0050.g013848	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1
Sacu_v1.1_s0051.g013974	PHD PHD WHIM1 WSD
Sacu_v1.1_s0052.g013998	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Sacu_v1.1_s0057.g014724	PHD
Sacu_v1.1_s0063.g015626	PWWP PHD_2 zf-HC5HC2H_2 SET
Sacu_v1.1_s0063.g015657	PHD Chromo SNF2_N Helicase_C
Sacu_v1.1_s0064.g015835	PHD Homeodomain
Sacu_v1.1_s0073.g017027	BAH PHD
Sacu_v1.1_s0080.g017944	PTCB-BRCT zf-C3HC4_3 PHD
Sacu_v1.1_s0089.g018701	Alfin PHD
Sacu_v1.1_s0097.g019418	Alfin PHD
Sacu_v1.1_s0105.g020189	PHD
Sacu_v1.1_s0111.g020698	PHD PHD PHD PHD
Sacu_v1.1_s0113.g020858	EPL1 PHD zf-HC5HC2H_2
Sacu_v1.1_s0115.g020944	ING PHD
Sacu_v1.1_s0126.g021774	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Sacu_v1.1_s0138.g022590	PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Sacu_v1.1_s0146.g023080	zf-RING_2 PHD
Sacu_v1.1_s0151.g023394	PHD BAH
Sacu_v1.1_s0156.g023635	BAH PHD
Sacu_v1.1_s0168.g024273	PHD
Sacu_v1.1_s0183.g024952	SANTA PHD BAH AAA AAA_lid_10 Ribosomal_L7Ae
Sacu_v1.1_s0245.g026694	Agenet Jas PHD
Sacu_v1.1_s0331.g027257	Alfin Alfin PHD
Sacu_v1.1_s1844.g028194	PHD
Sappar_KDO18716	PHD Helicase_C
Sappar_KDO19850	PWWP PHD
Sappar_KDO20307	Bromodomain PHD Chromo SNF2_N Helicase_C
Sappar_KDO20308	PHD
Sappar_KDO23726	JmjN ARID AT_hook AT_hook PHD JmjC zf-C5HC2 PLU-1 PHD
Sappar_KDO23795	PHD
Sappar_KDO24257	PHD
Sappar_KDO25203	Bromodomain PHD PHD FYRN FYRC SET
Sappar_KDO25213	PHD PHD
Sappar_KDO26531	PHD_2 zf-HC5HC2H_2
Sappar_KDO26745	PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Sappar_KDO27592	FYRC Bromodomain PHD
Sappar_KDO28347	PHD_2 zf-HC5HC2H_2 ZZ
Sappar_KDO28713	PHD
Sappar_KDO29072	PHD Hist_deacetyl
Sappar_KDO29991	ubiquitin PHD
Sappar_KDO30213	PHD Bromodomain
Sappar_KDO30325	PHD DDT WSD PHD
Sappar_KDO31000	PHD
Sappar_KDO33099	Chromo SNF2_N Helicase_C PHD_2 zf-HC5HC2H_2
Sappar_KDO33329	PHD
Sappar_KDO33448	PHD
Sappar_KDO33793	zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Sappar_KDO34989	PLU-1 PHD
Sappar_KDO35231	PHD
Sarc_Sarc4_g1051T	PUB PHD
Sarc_Sarc4_g19681T	PHD
Sarc_Sarc4_g22864T_Sarc4_g22865T	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Sarc_Sarc4_g23089T	PHD
Sarc_Sarc4_g23691T_Sarc4_g23693T	PHD FYRN SET
Sarc_Sarc4_g24383T	zf-HC5HC2H_2
Sarc_Sarc4_g24697T	Bromo_TP PHD
Sarc_Sarc4_g26601T	PHD
Sarc_Sarc4_g28154T	PHD Cohesin_HEAT Nipped-B_C
Sarc_Sarc4_g29716T	PHD zf-C2HC zf-MYST MOZ_SAS
Sarc_Sarc4_g30613T	PHD
Sarc_Sarc4_g30830T	PHD
Sarc_Sarc4_g31661T	PHD
Sarc_Sarc4_g32772T_Sarc4_g32774T	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Sarc_Sarc4_g33044T	PHD
Sarc_Sarc4_g33256T_Sarc4_g33257T	LRR_4 PHD
Sarc_Sarc4_g33800T	PHD PHD
Sarc_Sarc4_g5058T	PHD zf-CpG_bind_C
Sarc_Sarc4_g5371T	zf-C3HC4 PHD
Sarc_Sarc4_g9590T	PHD BAH
Sarc_Sarc4_g9624T	PHD
Sbic_EER88243	zf-RING_2 PHD
Sbic_EER90633	Alfin PHD
Sbic_EER90989	PHD
Sbic_EER93460	ING PHD
Sbic_EER95921	Jas PHD
Sbic_EER96448	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Sbic_EER96695	BAH PHD
Sbic_EER96823	PHD
Sbic_EER97523	Alfin PHD
Sbic_EES00170	PHD zf-HC5HC2H_2
Sbic_EES00286	Alfin PHD
Sbic_EES01851	PHD
Sbic_EES01867	PHD
Sbic_EES02119	PHD
Sbic_EES03605	PHD Homeodomain Homeodomain
Sbic_EES04464	zf-RING_2 PHD EloA-BP1
Sbic_EES04515	PHD Homeodomain
Sbic_EES04674	PHD WHIM1
Sbic_EES05274	Alfin PHD
Sbic_EES08261	Alfin PHD
Sbic_EES16864	Alfin PHD
Sbic_EES18243	Alfin PHD
Sbic_KXG19575	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Sbic_KXG20532	PHD ELM2
Sbic_KXG20990	Jas Jas PHD
Sbic_KXG21847	Alfin PHD
Sbic_KXG22362	PHD Homeodomain
Sbic_KXG23584	PHD
Sbic_KXG24174	PHD PHD
Sbic_KXG24231	Alfin PHD
Sbic_KXG24722	AAA_34 PHD Helicase_C_4
Sbic_KXG25172	BAH PHD
Sbic_KXG26388	Alfin PHD
Sbic_KXG27729	DDT WHIM1 PHD
Sbic_KXG28147	PHD
Sbic_KXG29061	PHD
Sbic_KXG31179	PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Sbic_KXG31547	PWWP PHD_2 zf-HC5HC2H_2 SET
Sbic_KXG32724	zf-BED PHD
Sbic_KXG33847	Alfin PHD
Sbic_KXG36166	Jas PHD_2 zf-HC5HC2H_2 SET
Sbic_KXG36264	PHD Chromo SNF2_N Helicase_C DUF1087
Sbic_KXG36868	DDT PHD
Sbic_KXG37018	BRCT PTCB-BRCT BRCT PHD
Sbic_KXG39536	PTCB-BRCT RTT107_BRCT_5 PHD
Sbic_KXG39596	Agenet Jas PHD
Sbic_OQU75979	PHD BAH AAA AAA_lid_10
Sbic_OQU76320	PHD
Sbic_OQU77190	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PHD
Sbic_OQU77499	Alfin PHD
Sbic_OQU77871	PHD
Sbic_OQU77872	Alfin PHD
Sbic_OQU77873	Alfin PHD
Sbic_OQU78703	DDT WHIM1 PHD
Sbic_OQU82283	AAA_34 PHD Helicase_C_4
Sbic_OQU82646	Jas PHD
Sbic_OQU84251	PHD
Sbic_OQU87254	PWWP PHD_2 zf-HC5HC2H_2 SET
Sbic_OQU88587	BAH PHD
Sbic_OQU88744	Alfin PHD
Sbic_OQU90556	Jas PHD Acetyltransf_1
Sbic_OQU92733	zf-RING_2 PHD
Scer_YGL131C	BAH PHD PHD zf-HC5HC2H_2
Scer_YJL105W	PHD SET
Scer_YJR119C	JmjN PHD JmjC
Scer_YKL005C	PHD TFIIS_M SPOC
Scer_YKR029C	PHD
Scer_YMR075W	PHD
Scer_YMR176W	ARID PHD
Scer_YPL138C	PHD
Scer_YPL181W	PHD
Scer_YPR031W	EPL1 PHD_2 zf-HC5HC2H_2
Schagg_102081	PHD
Schagg_103179	PHD_2 zf-HC5HC2H_2
Schagg_13089	PHD
Schagg_16094	PHD
Schagg_23747	Bromodomain PHD HAT_KAT11 ZZ zf-TAZ
Schagg_28784	PHD
Schagg_31945	PLU-1 PHD
Schagg_37567	PHD
Schagg_38616	PHD HAT_KAT11 ZZ zf-TAZ
Schagg_59414	SAP30_Sin3_bdg PHD Forkhead
Schagg_64718	JmjN ARID PHD JmjC
Scil_scpid10968	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Scil_scpid110424	PHD
Scil_scpid13509	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Scil_scpid17258	MBD WSD PHD Bromodomain
Scil_scpid199	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Scil_scpid24774	PHD PHF12_MRG_bd PHD
Scil_scpid27236	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2
Scil_scpid28850	Tudor_2 PHD
Scil_scpid31430	zf-CXXC PHD zf-HC5HC2H FYRN
Scil_scpid33140	PHD JmjC JHD
Scil_scpid36440	PHD
Scil_scpid37460	PHD_2 zf-HC5HC2H_2
Scil_scpid37510	PHD Bromodomain
Scil_scpid37565	PHD
Scil_scpid37947	ubiquitin TTD PHD SAD_SRA
Scil_scpid38976	PHD
Scil_scpid45582	PHD zf-CXXC zf-CpG_bind_C
Scil_scpid46833	PHD
Scil_scpid47889	zf-HC5HC2H_2 PHD
Scil_scpid50371	PHD PHD Bromodomain
Scil_scpid50769	PHD
Scil_scpid509	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Scil_scpid51837	PHD
Scil_scpid52474	PHD
Scil_scpid52566	Requiem_N PHD
Scil_scpid52755	zf-RING_2 PHD
Scil_scpid56792	PHD zf-MYST MOZ_SAS
Scil_scpid6054	zf-HC5HC2H PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Scil_scpid62030	PHD
Scil_scpid6286	zf-HC5HC2H PHD PHD
Scil_scpid64426	PHD PHD
Scil_scpid71096	PHD Cupin_8 JHD
Scil_scpid73797	PHD
Scil_scpid73991	PHD
Scil_scpid74164	PHD Cupin_8 JHD
Scil_scpid74668	PHD
Scil_scpid75106	DDT PHD
Scil_scpid75602	PHD
Scil_scpid76373	PHD
Scil_scpid76613	PHD Bromodomain
Scil_scpid80962	Requiem_N PHD
Scil_scpid8153	WAC_Acf1_DNA_bd WSD PHD PHD Bromodomain
Scil_scpid83707	Requiem_N PHD
Scil_scpid85071	PHD_2 zf-HC5HC2H_2
Scil_scpid86323	PHD
Scil_scpid86600	PHD Bromodomain PWWP
Scil_scpid86766	PHD Bromodomain PWWP
Scil_scpid86926	PHD zf-C2HC
Scil_scpid87054	PHD Bromodomain PWWP
Scil_scpid87231	PHD Bromodomain PWWP
Scil_scpid87263	PHD
Scil_scpid87687	PHD Bromodomain PWWP
Scil_scpid87851	PHD Bromodomain PWWP
Scil_scpid88091	PHD Bromodomain PWWP
Scil_scpid88250	PHD Bromodomain PWWP
Scil_scpid9532	PHD
Scil_scpid97179	PHD_2
Scil_scpid97298	PHD Bromodomain PWWP
Scil_scpid97427	PHD Bromodomain PWWP
Scil_scpid9900	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Secula_SECUL_01995.mRNA.1	PHD
Secula_SECUL_02606.mRNA.1	PHD
Secula_SECUL_04833.mRNA.1	PHD
Secula_SECUL_05128.mRNA.1	ING PHD
Secula_SECUL_05867.mRNA.1	PWWP PHD
Secula_SECUL_05956.mRNA.1	EPL1 PHD_2 zf-HC5HC2H_2
Secula_SECUL_07268.mRNA.1	PHD
Skow_NP_001161515.1	Requiem_N PHD
Skow_XP_002730583.1	PHD SAM_1
Skow_XP_002734915.1	PHD
Skow_XP_002735005.1	zf-RING_UBOX zf-B_box zf-B_box PHD Bromodomain
Skow_XP_002735868.2	PHD
