orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
LinkerHistone.HG1.6:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	Acoe,Atha,Atri,Azfi,Bdis,Chabra,Cocsub,Klenit,Lcom,Marpol,Mgut,Morelo,Ppat,Rigram,Rirr,Sacu,Sbic,Smoe,Sphfal,Spun,Spur,Tetwil,Ttra,Umbram	Eukaryota	Amoebozoa,Ancyromonadida,Apla,Aque,Bden,Blastocladiomycota,ChlorUlvophy,Choanoflagellata,Chordata,CniTri,Cpar,Cryptista,Cvar,Dikarya,Diprot,Discoba,Emue,Falb,Filasterea,Hemichordata,Hemimastigophora,Malawimonadidae,Mamiellophyceae,Manpla,Metamonada,Meteor,Mlei,MonoblNeocal,Mucorales,Ocar,Protostomia,Pygbif,Rall,Rhodophyta,SARHap,Scil,Teretosporea,Zoopagomycota	1	38	136
LinkerHistone.HG1.7:like:H1-8/HP1BP3:likeclu:9/13	Bnat,Bralan,Cmer,Gonavo	Eukaryota	Ambulacraria,Amoebozoa,Ancyromonadida,CRuMs,Choanoflagellata,CniTri,Cpar,Discoba,EurhPorp,Filasterea,Gthe,Haptista,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Plabra,Porifera,Protostomia,Pygbif,Retfil,StrAlv,Teretosporea,Ttra,VertTuni,Viridiplantae	1	28	26
LinkerHistone.HG1.8:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	Hydvul,Lcom,Secula	Eukaryota	Amoebozoa,Ancyromonadida,Andalucina,Anthozoa,Bilateria,CRuMs,Choanoflagellata,Clyhem,Demospongiae,Diaphoratickes,Discicristata,Filasterea,Hemimastigophora,Holomycota,Jakoba,Malawimonadidae,Metamonada,Meteor,Mlei,Ocar,Pygbif,Recame,Scil,ScyCubozoa,Tadh,Teretosporea,Ttra	1	27	28
LinkerHistone.HG1.9:HP1BP3	Clim,Drer,Hsap,Lgig,Linana,Phoaus	Holozoa	Ambulacraria,Annelida,ArtTardi,Bralan,Cgig,Choanoflagellata,Cint,CniTri,Filasterea,Ichthyosporea,Mlei,Notgen,Platyhelminta,Porifera	1	14	25
MBT.HG1.0:like:PHF20L1:likeclu:1	Ehux,Gthe,Lcom,Ptet,Retfil,Spun	Eukaryota	Amoebozoa,Ancyromonadida,ApiDino,Archaeplastida,Bden,BilCniTri,Blastocladiomycota,CRuMs,Cercozoa,Choanoflagellata,Chrtob,Demospongiae,Discoba,Falb,Filasterea,Gonavo,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Mlei,MonoblNeocal,Ocar,Oxytri,Pavlsp,Pygbif,Rall,Scil,Stramenopiles,TerFun,Teretosporea,Tthe,Ttra	1	33	36
MBT.HG1.1:PHF20L1	Apla,Bnat,Cgig,Dpul,Drer,Helrob,Hsap,Lcom,Lgig,Linana,Lpol,Morvir,Notgen,Phoaus,Rirr,Spur,Sros,Tadh,Tcas	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,ArchaeCry,Auraur,Blastocladiomycota,Bralan,CRuMs,Chytridiomycota,Cint,Cscu,Ctel,Demospongiae,Dikarya,Discoba,Dmel,Falb,Filasterea,Haptista,Hemichordata,Hemimastigophora,Hydrozoa,Malawimonadidae,Mbre,Metamonada,Meteor,Mlei,Morelo,Mucorales,Ocar,Plabra,Platyhelminta,Pygbif,Rall,Retfil,Scil,StrAlv,Tardigrada,Teretosporea,Ttra,Umbram,Zoopagomycota	1	42	76
MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	Adig,Apla,Aque,Auraur,Bnat,Bralan,Cgig,Cint,Clyhem,Cowc,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Exapal,Gonavo,Hduj,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Mbre,Mlei,Morvir,Mvib,Notgen,Nvec,Ocar,Phoaus,Ptyfla,Ramvar,Retfil,Scil,Skow,Sman,Spis,Spur,Sros,Tadh,Tcas,Tetwil	Eukaryota	Amoebozoa,Ancyromonadida,Archaeplastida,CRuMs,Discoba,Gthe,Haptista,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Plabra,Pygbif,StrAlv,Teretosporea,Ttra	1	17	269
MBT.HG1.3:like:PHF20L1:likeclu:1	Bnat	Bnat		1	0	1
MBT.HG1.4:like:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2:likeclu:2	Retfil	Retfil		1	0	1
MBT.HG1.5:like:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2:likeclu:2	Gonavo	Gonavo		1	0	1
MOZ_SAS.HG1.0:like:KAT5/KAT6A/KAT6B/KAT7/KAT8:likeclu:2/4/5	Bnat,Ccin,Cneo,Concor,Emul,Gpro,Jaklib,Mcir,Mgut,Morelo,Ncra,Pbla,Recame,Rhidel,Rirr,Scer,Skow,Spun,Tadh,Tetwil,Tmel,Umay,Umbram	Eukaryota	Acoe,Amoebozoa,Ancyromonadida,Andalucina,Aque,ArtTardi,Atha,Atri,Bden,Blastocladiomycota,Bryophyta,CRuMs,Charophyta,Chlorophyta,Choanoflagellata,Chordata,Cnidaria,Coerev,Cpar,Cryptista,Discicristata,Echinodermata,Emue,Falb,Filasterea,Haptista,Hemimastigophora,HomoCalc,Jakbah,Lophotrochozoa,Malawimonadidae,Marpol,Metamonada,Meteor,Mlei,Monocots,Pisp,Plabra,Polypodiopsida,Ptyfla,Pygbif,Rall,Retfil,Rhodophyta,Secula,Sman,Smoe,Spom,StrAlv,Teretosporea,Ttra	1	51	86
MOZ_SAS.HG1.1:like:KAT5/KAT6A/KAT6B/KAT7/KAT8:likeclu:2/4/5	Aplker,Chocri,Coerev,Gracho,Porpur	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,Blastocladiomycota,CRuMs,Chytridiomycota,Cmer,Concor,Cpar,Cryptista,DikaMuco,Discoba,Falb,Gyrista,Haptista,Hemimastigophora,Holozoa,Malawimonadidae,Metamonada,Meteor,Porumb,Pygbif,Rall,Rhizaria,Thraustochytrida,Ttra,Viridiplantae	1	27	27
MOZ_SAS.HG1.2:KAT6A/KAT6B/KAT7	Adig,Amac,Apla,Aque,Auraur,Aurlim,Bden,Bralan,Cang,Carmem,Ccin,Cfra,Cgig,Cint,Clim,Clyhem,Cneo,Coerev,Concor,Cowc,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Exapal,Glam,Gpro,Hduj,Helrob,Honfer,Hsap,Hydvul,Ihof,Lcom,Lgig,Linana,Lpol,Masbal,Mbre,Mcir,Mlei,Morelo,Morvir,Mvib,Ncra,Nk52,Notgen,Nvec,Ocar,Pbla,Phoaus,Pisp,Ptyfla,Pygbif,Rall,Ramvar,Rhidel,Rirr,Sarc,Scer,Schagg,Scil,Skow,Sman,Spis,Spom,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tmel,Ttra,Tvag,Umay,Umbram	Eukaryota	Acas,Alveolata,Ancyromonadida,Aplker,ArchaeCry,CRuMs,Discoba,Eumycetozoa,Falb,Gyrista,Haptista,Hemimastigophora,Kipbia,Malawimonadidae,Meteor,Plafun,Rhizaria	1	17	260
MOZ_SAS.HG1.3:like:KAT5/KAT8:likeclu:4/5	Bodsal,Lepsey,Lmaj,Perkma,Plabra,Pygbif,Sappar,Strcul,Tcru,Tvag,Ulvmut	Eukaryota	Amoebozoa,Ancyromonadida,ApiChrom,Bnat,CRuMs,Caulen,Chlorophyceae,Ciliata,Cpar,Cryptista,Dinoflagellata,Fornicata,Haptista,Hemimastigophora,Heterolobosea,Jakobida,Labyrinthulea,Malawimonadidae,Mamiellophyceae,Meteor,Ochrophyta,Opisthokonta,PhytAlbu,Retfil,Rhodophyta,Streptophyta,Trebouxiophyceae,Ttra	1	28	67
MOZ_SAS.HG1.4:KAT5	Adig,Amac,Apla,Aque,Auraur,Bden,Bralan,Cang,Ccin,Cfra,Cgig,Chocri,Cint,Clim,Clyhem,Cmer,Cneo,Coerev,Concor,Cowc,Cscu,Ctel,Dmel,Drer,Emue,Emul,Exapal,Falb,Gpro,Gracho,Hduj,Helrob,Hsap,Hydvul,Ihof,Lcom,Lgig,Linana,Lpol,Manpla,Mbre,Mcir,Mlei,Morelo,Ncra,Nk52,Notgen,Nvec,Pbla,Phoaus,Pisp,Porpur,Ptyfla,Rall,Ramvar,Rhidel,Rirr,Sarc,Scer,Scil,Skow,Sman,Spis,Spom,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tmel,Umay,Umbram	Eukaryota	Amoebozoa,Ancyromonadida,Cpar,Cryptista,Discoba,Dpul,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Morvir,Mvib,Ocar,Porumb,Pygbif,RigiDiph,SARHap,Ttra,Viridiplantae	1	19	166
MOZ_SAS.HG1.5:KAT8	Aano,Adig,Apla,Aplker,Aque,Auraur,Aurlim,Bnat,Bralan,Cfra,Cgig,Chrtob,Cint,Clim,Clyhem,Coka,Cowc,Cscu,Ctel,Dmel,Dpul,Drer,Ehux,Emue,Emul,Esil,Exapal,Hduj,Helrob,Honfer,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Mbre,Mlei,Morvir,Ngad,Nk52,Notgen,Nvec,Ocar,Otau,Pavlsp,Phatri,Phoaus,Ramvar,Sarc,Schagg,Scil,Skow,Sman,Spis,Spur,Sros,Tadh,Tcas,Tetwil,Tpse	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,CRuMs,Cpar,Cryptista,Discoba,Hemimastigophora,Holomycota,Ihof,Malawimonadidae,Metamonada,Meteor,Mpus,Mvib,Oomycota,Plabra,Ptyfla,Pygbif,Retfil,Rhodophyta,Streptophyta,Tetraphytina,Ttra	1	24	141
MOZ_SAS.HG1.6:like:KAT5/KAT8:likeclu:4/5	Aano,Acoe,Alblai,Aplker,Atha,Atri,Aurlim,Azfi,Bdis,Bnat,Caulen,Chabra,Chrtob,Cocsub,Coka,Cpar,Crei,Cvel,Ehux,Eimten,Esil,Gonavo,Gthe,Honfer,Jakbah,Jaklib,Klenit,Marpol,Mgut,Mpus,Ngad,Otau,Oxytri,Pavlsp,Pfal,Phatri,Pinf,Plabra,Ppat,Ptet,Recame,Retfil,Sacu,Sappar,Sbic,Schagg,Secula,Smoe,Sphfal,Tgon,Tpse,Tthe,Ulvmut,Vcar,Vitbra	Eukaryota	AmorCRUM,Ancyromonadida,Andalucina,Cvar,Dinozoa,Discicristata,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Rhodophyta	1	11	133
MOZ_SAS.HG1.7:like:KAT5/KAT8:likeclu:4/5	Andgod,Azfi,Caulen,Cocsub,Cpar,Crei,Cvar,Diprot,Gefoke,Gonavo,Gthe,Klenit,Malcal,Maljak,Marpol,Mpus,Otau,Oxytri,Ppat,Rigram,Sacu,Styinc,Ttra,Vcar	Eukaryota	Amoebozoa,Ancyromonadida,ApiDino,Chabra,Discicristata,Haptista,Hemimastigophora,Histionina,Manpla,Metamonada,Meteor,Oligohymenophorea,Opisthokonta,Pygbif,Rhizaria,Rhodophyta,Smoe,Spermatophyta,Sphfal,Stramenopiles,Ulvmut	1	21	62
MOZ_SAS.HG1.8:like:KAT5/KAT8:likeclu:4/5	Acas,Amobb2,Ancsig,Cavfas,Ddis,Diprot,Fabtro,Gefoke,Hemkuk,Hetalb,Malcal,Maljak,Manpla,Meteor,Ngru,Nutlon,Phakir,Plafun,Plamic,Pygbif,Rigram,Spimul,Tielac,Ttra	Eukaryota	Diaphoratickes,Euglenozoa,Jakobida,Masbal,Metamonada,Opisthokonta	1	6	59
MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1	Andgod,Bodsal,Carmem,Malcal,Maljak,Retfil,Strcul	Eukaryota	AmorCRUM,Ancyromonadida,ArchaeCry,Cercozoa,DiploKip,Gefoke,Haptista,Hemimastigophora,Heterolobosea,Histionina,Leishmaniinae,Meteor,StrAlv,Styinc,Tcru,Tvag	1	16	24
MRG.HG1.1:MORF4L1/MORF4L2/MSL3	Aano,Acas,Acoe,Adig,Alblai,Amac,Amobb2,Apla,Aplker,Aque,Atha,Atri,Auraur,Aurlim,Azfi,Bden,Bdis,Bnat,Bralan,Cang,Carmem,Caulen,Cavfas,Ccin,Cfra,Cgig,Chabra,Chocri,Chrtob,Cint,Clim,Clyhem,Cmer,Cneo,Cocsub,Coerev,Coka,Concor,Cowc,Crei,Cscu,Ctel,Cvar,Ddis,Diprot,Dmel,Dpul,Drer,Ehux,Emue,Emul,Esil,Exapal,Falb,Gefoke,Glam,Gonavo,Gpro,Gracho,Gthe,Hduj,Helrob,Hemkuk,Hetalb,Honfer,Hsap,Hydvul,Ihof,Jakbah,Jaklib,Klenit,Lcom,Lgig,Linana,Lpol,Malcal,Maljak,Manpla,Marpol,Masbal,Mbre,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Mpus,Ncra,Ngad,Nk52,Notgen,Nutlon,Nvec,Ocar,Otau,Pavlsp,Pbla,Phakir,Phatri,Phoaus,Pinf,Pisp,Plabra,Plafun,Plamic,Porpur,Ppat,Ptyfla,Pygbif,Rall,Recame,Retfil,Rhidel,Rigram,Rirr,Sacu,Sappar,Sarc,Sbic,Scer,Schagg,Scil,Secula,Skow,Sman,Smoe,Sphfal,Spimul,Spis,Spom,Spun,Spur,Sros,Styinc,Tadh,Tcas,Tetwil,Tielac,Tmel,Tpse,Ttra,Ulvmut,Umay,Umbram,Vcar,Vitbra	Eukaryota	Ancsig,Andgod,Apicomplexa,Ciliata,Cpar,Cvel,Dinozoa,Euglenozoa,Fabtro,Kipbia,Mvib,Ngru,Porumb,Ramvar,Tvag	1	15	398
Menin.HG1.0:MEN1	Adig,Apla,Auraur,Bralan,Cgig,Cint,Cocsub,Cscu,Ctel,Cvar,Dmel,Dpul,Drer,Emul,Exapal,Gonavo,Hduj,Helrob,Hsap,Lgig,Linana,Lpol,Morvir,Notgen,Nvec,Phoaus,Ptyfla,Ramvar,Skow,Sman,Spis,Spur,Tcas,Tpse,Ulvmut	Eukaryota	Aano,Alveolata,Amoebozoa,Ancyromonadida,CRuMs,Caulen,Chlorophyceae,Choanoflagellata,Cpar,Discoba,Filasterea,Gthe,Haptista,Hemimastigophora,Holomycota,Hydrozoa,Labyrinthulea,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Mlei,Oomycota,PhaeoNanno,Phatri,Porifera,Pygbif,Rhizaria,Rhodophyta,Streptophyta,Tadh,Teretosporea,Ttra	1	33	102
NAP.HG1.0:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5	Acas,Acoe,Adig,Alblai,Amac,Amobb2,Ancsig,Apla,Aque,Atha,Atri,Auraur,Azfi,Bden,Bdis,Bnat,Bralan,Cang,Carmem,Cavfas,Ccin,Cfra,Cgig,Chabra,Cint,Clyhem,Cneo,Cocsub,Coerev,Concor,Cowc,Cpar,Crei,Cscu,Ctel,Cvar,Ddis,Diprot,Dmel,Dpul,Drer,Emul,Exapal,Gefoke,Gonavo,Gpro,Gthe,Helrob,Hetalb,Hsap,Hydvul,Ihof,Klenit,Lcom,Lgig,Linana,Lpol,Malcal,Maljak,Manpla,Marpol,Mbre,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Mpus,Mvib,Ncra,Ngru,Nk52,Notgen,Nvec,Ocar,Otau,Oxytri,Pbla,Phakir,Phoaus,Pinf,Pisp,Plafun,Porpur,Ppat,Ptyfla,Pygbif,Rall,Rhidel,Rigram,Rirr,Sacu,Sappar,Sarc,Sbic,Scer,Scil,Skow,Sman,Smoe,Sphfal,Spis,Spom,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tielac,Tmel,Ttra,Umay,Umbram,Vcar	Eukaryota	ApiDino,Clim,Cmer,DiploKip,Emue,Euglenozoa,Eurhodophytina,Fabtro,Falb,Haptista,Hemimastigophora,Jakobida,Labyrinthulea,Masbal,Nutlon,Ochrophyta,Oligohymenophorea,Plabra,Plamic,Retfil,Tardigrada,Tvag,Ulvophyceae	1	23	330
NAP.HG1.1:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	Ancsig,Chabra,Chocri,Chrtob,Cint,Crei,Cvel,Diprot,Eimten,Emul,Falb,Gonavo,Gracho,Gthe,Hduj,Helrob,Hemkuk,Klenit,Lcom,Nutlon,Oxytri,Pavlsp,Pfal,Plamic,Ptet,Ptyfla,Ramvar,Symmic,Tgon,Tthe,Vitbra	Eukaryota	Amoebozoa,Arthropoda,Bralan,Bremin,Choanoflagellata,Cmer,CniTri,Cpar,Ctel,Demospongiae,Discoba,Echinodermata,Ehux,Embryophyta,Fabtro,Filasterea,Fungi,Kryptozoa,Malawimonadidae,Mamiellophyceae,Manpla,Metamonada,Meteor,Mlei,Mollusca,Ocar,Perkma,Porpur,Porumb,Pygbif,Rhizaria,Rigram,Scil,Skow,Sman,Spimul,Stramenopiles,Teretosporea,Trebouxiophyceae,Ttra,Ulvophyceae,Vcar,Vertebrata	1	43	126
NAP.HG1.2:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	Ancsig,Bodsal,Chrtob,Hemkuk,Pavlsp,Spimul	Eukaryota	AmorCRUM,ArchaeCry,Ehux,Fabtro,Heterolobosea,Jakobida,Malawimonadidae,Metamonada,Meteor,Nutlon,Plamic,SAR,Trypanosomatida	1	13	22
NAP.HG1.3:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	Bodsal,Bremin,Chrtob,Crei,Ehux,Fabtro,Lcom,Lepsey,Lmaj,Masbal,Perkma,Strcul,Symmic,Tcru,Vcar	Eukaryota	Acas,AncyPlano,ApiChrom,BilCniTri,CRuMs,Choanoflagellata,Ciliata,Cpar,Cryptista,Demospongiae,Eumycetozoa,Filasterea,Hemimastigophora,Heterolobosea,Holomycota,Jakobida,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Mlei,Ocar,Pavlsp,Plafun,Pygbif,Rhizaria,Rhodophyta,Scil,Stramenopiles,Streptophyta,Teretosporea,Trebouxiophyceae,Ttra,Ulvophyceae	1	34	72
NAP.HG1.4:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	Chabra,Hemkuk,Klenit,Porumb	Eukaryota	AmorCRUM,Ancyromonadida,Chlorophyta,Cmer,Cpar,Cryptista,Discoba,Embryophyta,Florideophyceae,Malawimonadidae,Metamonada,Meteor,Porpur,SARHap,Spimul	1	15	15
NAP.HG1.5:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	Aano,Andgod,Aurlim,Bnat,Caulen,Chabra,Clim,Coka,Esil,Honfer,Jakbah,Jaklib,Masbal,Ngad,Phatri,Recame,Schagg,Secula,Styinc,Tpse	Eukaryota	Acas,Alveolata,Ancyromonadida,Aplker,CRuMs,Chlorophyceae,Cpar,Cryptista,Discicristata,Embryophyta,Eumycetozoa,Filozoa,Haptista,Hemimastigophora,Holomycota,Ichthyosporea,Klenit,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Oomycota,Plabra,Plafun,Pygbif,Retfil,Rhodophyta,Trebouxiophyceae,Ttra,Ulvmut	1	30	70
NAP.HG2.0:like:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6:likeclu:1	Chrtob,Ehux,Maljak	Eukaryota	AmorCRUM,Ancyromonadida,ArchaeCry,Discoba,Gefoke,Hemimastigophora,Malcal,Metamonada,Meteor,Pavlsp,SAR	1	11	12
NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Acas,Acoe,Adig,Alblai,Amac,Amobb2,Ancsig,Apla,Aque,Atha,Atri,Azfi,Bdis,Bnat,Bodsal,Cang,Caulen,Cavfas,Ccin,Cfra,Cgig,Chabra,Cint,Clim,Clyhem,Cneo,Cocsub,Coerev,Coka,Concor,Cowc,Cpar,Crei,Cscu,Ctel,Ddis,Diprot,Dmel,Dpul,Drer,Emue,Emul,Exapal,Falb,Gefoke,Gonavo,Gpro,Helrob,Hemkuk,Hetalb,Hsap,Hydvul,Ihof,Jakbah,Jaklib,Klenit,Lcom,Lepsey,Lgig,Linana,Lmaj,Lpol,Malcal,Maljak,Manpla,Marpol,Mcir,Mgut,Mlei,Morelo,Morvir,Mvib,Ncra,Ngad,Ngru,Notgen,Nutlon,Nvec,Ocar,Pbla,Pfal,Phakir,Phoaus,Pinf,Plabra,Plamic,Porpur,Ppat,Ptyfla,Rall,Recame,Rhidel,Rigram,Rirr,Sacu,Sarc,Sbic,Scer,Scil,Secula,Skow,Sman,Smoe,Sphfal,Spis,Spom,Spur,Tadh,Tcas,Tetwil,Tgon,Tielac,Tmel,Umay,Umbram,Vcar,Vitbra	Eukaryota	Andalucina,Auraur,Bralan,Choanoflagellata,Chytridiomycetes,Ciliata,Cmer,Cvar,Cvel,DiatPelag,Dinozoa,Eimten,Esil,Eurhodophytina,Fabtro,Gthe,Haptista,Labyrinthulea,Mamiellophyceae,Masbal,Metamonada,Meteor,Nk52,Pisp,Plafun,Pygbif,Retfil,Sappar,Spimul,Strcul,Tardigrada,Tcru,Ttra,Ulvmut	1	34	330
NCOA6.HG1.0:NCOA6	Adig,Apla,Bralan,Cint,Cscu,Drer,Exapal,Helrob,Hsap,Lgig,Linana,Lpol,Notgen,Nvec,Ocar,Phoaus,Ptyfla,Skow,Spis,Spur,Tcas	Metazoa	Calcarea,Cgig,Ctel,Demospongiae,Dmel,Dpul,HydScyCubozoa,Mlei,Platyhelminta,Tadh,Tardigrada	1	11	61
PA1.HG1.0:AC120114.4/PAGR1	Adig,Apla,Bralan,Cint,Clyhem,Cscu,Ctel,Dmel,Dpul,Drer,Emul,Exapal,Helrob,Hsap,Hydvul,Linana,Lpol,Morvir,Notgen,Nvec,Phoaus,Ptyfla,Ramvar,Skow,Sman,Spis,Spur,Tadh	BilCniTri	Auraur,Hduj,Mollusca,Tcas	1	4	63
PCRing.HG0.0:RING1/RNF2	Aano,Acas,Acoe,Adig,Alblai,Ancsig,Apla,Aplker,Aque,Atha,Atri,Auraur,Azfi,Bdis,Bnat,Bralan,Cgig,Chabra,Chrtob,Clyhem,Cocsub,Cowc,Crei,Cscu,Ctel,Cvel,Diprot,Dmel,Dpul,Drer,Ehux,Eimten,Emue,Emul,Exapal,Gefoke,Gonavo,Gpro,Gthe,Hduj,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Maljak,Marpol,Mbre,Meteor,Mgut,Morvir,Ngad,Notgen,Nutlon,Nvec,Pavlsp,Phoaus,Pinf,Plabra,Plafun,Ppat,Ptet,Ptyfla,Pygbif,Ramvar,Retfil,Rigram,Sacu,Sappar,Sbic,Scil,Skow,Sman,Smoe,Sphfal,Spimul,Spis,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tgon,Tpse,Tthe,Ttra,Vcar,Vitbra	Eukaryota	Bden,Blastocladiomycota,Cint,Cpar,Cvar,Dinozoa,Discoba,Evosea,Fabtro,Falb,Hemkuk,Klenit,Malcal,Mamiellophyceae,Manpla,Metamonada,Mlei,Mvib,Ocar,Oxytri,Pfal,Phaeophyceae,Phatri,Pisp,Plamic,Rall,Rhodophyta,TerFun,Teretosporea,Thraustochytrida,Ulvophyceae	1	31	251
PCRing.HG0.1:BMI1/COMMD3-BMI1/PCGF1/PCGF2/PCGF3/PCGF5/PCGF6	Acas,Adig,Alblai,Apla,Aque,Auraur,Azfi,Bnat,Bralan,Cgig,Cint,Clyhem,Cowc,Cscu,Ctel,Diprot,Dmel,Dpul,Drer,Emul,Exapal,Gefoke,Gonavo,Gthe,Hduj,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Mbre,Meteor,Mlei,Morvir,Nk52,Notgen,Nvec,Ocar,Oxytri,Pavlsp,Phatri,Phoaus,Pinf,Plabra,Plafun,Ptyfla,Pygbif,Ramvar,Rigram,Sappar,Scil,Skow,Sman,Spis,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tpse,Ttra,Vitbra	Eukaryota	Aano,Ancyromonadida,Apicomplexa,Bden,Blastocladiomycota,Bryophyta,Charophyta,Chlorophyta,Clim,Cpar,Cvel,Dinozoa,Discoba,Emue,Evosea,Falb,Hemimastigophora,Icthyophonida,Labyrinthulea,Malawimonas,Manpla,Marpol,Metamonada,MonoblNeocal,Mvib,Oligohymenophorea,PhaeoNanno,Prymnesiophyceae,Rall,Retfil,Rhodophyta,Sacu,Smoe,Spermatophyta,TerFun	1	35	303
PHD.HG1.0:like:BPTF:likeclu:3	Alblai,Aurlim,Masbal,Mlei,Oxytri,Phatri,Pinf,Retfil,Sappar,Schagg,Tpse,Umbram,Vitbra	Eukaryota	Aano,Acas,Ancyromonadida,Apicomplexa,Aplker,ArchaeCry,BilCniTri,Blastocladiomycota,CRuMs,Cercozoa,Choanoflagellata,Chytridiomycota,Cvel,Dikarya,Dinozoa,Discoba,Eumycetozoa,Falb,Filasterea,Haptista,Hemimastigophora,Honfer,Malawimonadidae,Metamonada,Meteor,MortGlomMuco,Oligohymenophorea,PhaeoNanno,Plafun,Porifera,Pygbif,Rall,Teretosporea,Ttra,Zoopagomycota	1	35	55
PHD.HG1.1:CXXC1/DIDO1/PHF3	Acas,Acoe,Adig,Amac,Ancsig,Andgod,Apla,Aplker,Aque,Aurlim,Bdis,Bnat,Bralan,Cang,Cavfas,Ccin,Cfra,Cgig,Chabra,Chrtob,Cint,Clim,Clyhem,Cmer,Cneo,Coka,Cowc,Cscu,Ctel,Ddis,Diprot,Dmel,Dpul,Drer,Ehux,Emue,Emul,Esil,Exapal,Fabtro,Gefoke,Gonavo,Gpro,Hduj,Helrob,Hemkuk,Hetalb,Honfer,Hsap,Hydvul,Ihof,Klenit,Lcom,Lgig,Linana,Lpol,Maljak,Manpla,Masbal,Mbre,Mcir,Meteor,Mlei,Morelo,Mvib,Ncra,Ngad,Nk52,Notgen,Nutlon,Nvec,Ocar,Oxytri,Pavlsp,Pbla,Phakir,Phoaus,Pisp,Plabra,Plafun,Plamic,Ppat,Ptet,Ptyfla,Pygbif,Rall,Ramvar,Recame,Rhidel,Rigram,Rirr,Sappar,Sarc,Sbic,Scer,Schagg,Scil,Secula,Skow,Sman,Spimul,Spis,Spom,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tielac,Tthe,Umay,Umbram,Vitbra	Eukaryota	Amobb2,Apicomplexa,Atri,Bden,Chlorophyta,Cpar,Cvel,DiatPelag,Dinozoa,Euglenozoa,EurhPorp,Falb,Gthe,Jakoba,Malcal,Marpol,Metamonada,Ngru,Pentapetalae,PhytAlbu,Polypodiopsida,Retfil,ScyCubozoa,Smoe,Sphfal,Styinc,Tmel,Ttra,Zoopagomycota	1	29	384
PHD.HG1.2:like:BPTF:likeclu:3	Hduj,Helrob,Ramvar	Protostomia	Arthropoda,Ctel,Kryptozoa,Mollusca,Platyhelminta	1	5	10
