Orthogroup	Orthogroup annotation	Gene family	Gene type	Num genes	Num species	Num lineages	LECA presence probability	LECA presence support	Closest homologs in...	Closest homologs score	Consensus architecture	Hsap symbol	Dmel symbol	Scer symbol	Atha symbol
PWWP.HG1.11	like:BRD1/BRPF1/BRPF3	PWWP	Readers	7	7	3	0.073	NA	Other eukaryotic	1.000	PWWP	NA	NA	NA	NA
PWWP.HG1.20	like:BRD1/BRPF1/BRPF3	PWWP	Readers	49	16	3	0.062	NA	Other eukaryotic	1.000	PWWP	NA	NA	NA	NA
PWWP.HG1.3	DNMT3A/DNMT3B	PWWP	Readers	36	25	3	0.055	NA	Other eukaryotic	1.000	PWWP,ADD_DNMT3,DNA_methylase	DNMT3A,DNMT3B	NA	NA	NA
PWWP.HG1.21	like:MBD5	PWWP	Readers	10	9	3	0.021	NA	Other eukaryotic	1.000	PWWP	NA	NA	NA	NA
PWWP.HG1.1	like:AC098650.1/BRD1/BRPF1/BRPF3/DNMT3A/DNMT3B/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/NSD1/NSD2/NSD3/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11	PWWP	Readers	18	17	3	0.014	NA	Other eukaryotic	1.000	PWWP,PHD,Chromo,SNF2_N,Helicase_C,DUF1087	NA	NA	NA	NA
PWWP.HG1.16	like:MBD5	PWWP	Readers	17	7	3	0.009	NA	Other eukaryotic	1.000	PWWP	NA	CG9926	NA	NA
PWWP.HG1.19	like:BRD1/BRPF1/BRPF3	PWWP	Readers	7	7	3	0.001	NA	Other eukaryotic	1.000	PWWP	NA	NA	NA	NA
PWWP.HG1.14	BRD1/BRPF1/BRPF3	PWWP	Readers	54	43	2	0.892	NA	Other eukaryotic	1.000	EPL1,PHD_2,zf-HC5HC2H_2,Bromodomain,PWWP	BRPF3,BRD1,BRPF1	Br140	NA	NA
PWWP.HG1.6	like:AC098650.1/BRD1/BRPF1/BRPF3/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11	PWWP	Readers	33	15	2	0.030	NA	Other eukaryotic	1.000	PWWP,CID	NA	NA	NA	HULK3,HULK1,HUA2
PWWP.HG1.18	ZMYND11	PWWP	Readers	43	24	2	0.008	NA	Other eukaryotic	1.000	Bromodomain,PWWP	ZMYND11	NA	NA	NA
PWWP.HG1.12	like:BRD1/BRPF1/BRPF3	PWWP	Readers	16	11	2	0.006	NA	Other eukaryotic	1.000	PWWP	NA	NA	NA	NA
PWWP.HG1.15	like:BRD1/BRPF1/BRPF3	PWWP	Readers	4	4	2	0.003	NA	Other eukaryotic	1.000	DNA_methylase,PWWP	NA	NA	NA	NA
PWWP.HG1.13	like:BRD1/BRPF1/BRPF3	PWWP	Readers	5	2	2	0.001	NA	Other eukaryotic	1.000	PWWP,HMG_box	NA	NA	NA	NA
PWWP.HG1.7	like:AC098650.1/BRD1/BRPF1/BRPF3/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11	PWWP	Readers	5	4	2	0.000	NA	Other eukaryotic	1.000	PWWP	NA	CG14200	NA	NA
PWWP.HG1.22	MBD5	PWWP	Readers	14	14	1	0.060	NA	Other eukaryotic	1.000	PWWP	MBD5	sba	NA	NA
PWWP.HG2.0	NA	PWWP	Readers	8	7	1	0.031	NA	NA	NA	PWWP	NA	NA	NA	NA
PWWP.HG1.17	ZMYND8	PWWP	Readers	22	15	1	0.002	NA	Other eukaryotic	1.000	Bromodomain,PWWP	ZMYND8	NA	NA	NA
PWWP.HG1.5	like:AC098650.1/BRD1/BRPF1/BRPF3/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11	PWWP	Readers	2	2	1	0.000	NA	Other eukaryotic	1.000	zf-CW,PWWP,Chromo	NA	NA	NA	NA
SAWADEE.HG1.2	NA	SAWADEE	Readers	35	16	1	0.066	NA	NA	NA	SAWADEE	NA	NA	NA	NA
SAWADEE.HG1.1	NA	SAWADEE	Readers	6	5	1	0.003	NA	NA	NA	SAWADEE,SNF2_N,Helicase_C	NA	NA	NA	NA
SAWADEE.HG1.0	NA	SAWADEE	Readers	16	11	1	0.001	NA	NA	NA	SAWADEE	NA	NA	NA	NA
TTD.HG1.0	UHRF1/UHRF2	TTD	Readers	42	34	1	0.007	NA	NA	NA	ubiquitin,TTD,PHD,SAD_SRA	UHRF2,UHRF1	NA	NA	NA
TUDOR.HG1.56	SND1	TUDOR	Readers	178	156	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	NA	NA	SNase,TUDOR	SND1	Tudor-SN	NA	Tudor1,TSN2
TUDOR.HG1.2	like:TDRD12	TUDOR	Readers	37	29	6	1.000	AmorCRUM,Diaphoratickes,Discoba	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.10	like:TDRD6/TDRD15	TUDOR	Readers	15	10	4	0.370	NA	NA	NA	TUDOR	NA	qin	NA	NA
TUDOR.HG1.53	like:STK31	TUDOR	Readers	18	13	4	0.346	NA	NA	NA	TUDOR	NA	CG9684,krimp	NA	NA
TUDOR.HG1.54	like:SND1	TUDOR	Readers	10	6	4	0.018	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.28	like:TDRD6/TDRD15	TUDOR	Readers	13	9	2	0.037	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.3	like:TDRD6/TDRD15	TUDOR	Readers	36	26	2	0.010	NA	NA	NA	TUDOR	NA	CG15930	NA	NA
TUDOR.HG1.1	TDRD12	TUDOR	Readers	17	10	2	0.005	NA	NA	NA	TUDOR	TDRD12	NA	NA	NA
TUDOR.HG1.16	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	11	6	2	0.004	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.24	like:TDRD6/TDRD15	TUDOR	Readers	12	10	1	0.056	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.25	RNF17	TUDOR	Readers	7	7	1	0.024	NA	NA	NA	TUDOR	RNF17	NA	NA	NA
TUDOR.HG1.30	like:TDRD6/TDRD15	TUDOR	Readers	48	20	1	0.012	NA	NA	NA	TUDOR	NA	tud	NA	NA
TUDOR.HG1.29	like:TDRD6/TDRD15	TUDOR	Readers	22	15	1	0.009	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.34	TDRD5	TUDOR	Readers	41	26	1	0.009	NA	NA	NA	OST-HTH,TUDOR	TDRD5	NA	NA	NA
TUDOR.HG1.18	TDRD9	TUDOR	Readers	42	32	1	0.009	NA	NA	NA	DEAD,Helicase_C,HA2,TUDOR	TDRD9	spn-E	NA	NA
TUDOR.HG1.47	TDRD10	TUDOR	Readers	33	19	1	0.009	NA	NA	NA	TUDOR,AlbA_2	TDRD10	NA	NA	NA
TUDOR.HG1.42	like:AKAP1	TUDOR	Readers	28	19	1	0.009	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.21	like:TDRD6/TDRD15	TUDOR	Readers	34	21	1	0.008	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.40	TDRKH	TUDOR	Readers	35	28	1	0.008	NA	NA	NA	KH_1,TUDOR	TDRKH	papi	NA	NA
TUDOR.HG1.23	like:TDRD6/TDRD15	TUDOR	Readers	14	10	1	0.007	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.26	TDRD1	TUDOR	Readers	11	10	1	0.007	NA	NA	NA	TUDOR	TDRD1	vret	NA	NA
TUDOR.HG1.5	like:TDRD6/TDRD15	TUDOR	Readers	13	12	1	0.006	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.51	STK31	TUDOR	Readers	17	15	1	0.005	NA	NA	NA	TUDOR	STK31	NA	NA	NA
TUDOR.HG1.7	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	26	22	1	0.005	NA	NA	NA	SMN	NA	NA	NA	NA
TUDOR.HG1.27	TDRD7	TUDOR	Readers	18	14	1	0.005	NA	NA	NA	TUDOR	TDRD7	CG9925,tapas	NA	NA
TUDOR.HG1.37	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	8	6	1	0.003	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.35	like:TDRD10	TUDOR	Readers	11	8	1	0.003	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.8	like:TDRD6/TDRD15	TUDOR	Readers	8	7	1	0.002	NA	NA	NA	TUDOR,BTB,BACK,Kelch_1	NA	NA	NA	NA
TUDOR.HG1.9	like:TDRD6/TDRD15	TUDOR	Readers	13	9	1	0.002	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.6	like:TDRD6/TDRD15	TUDOR	Readers	15	11	1	0.002	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.17	TDRD3	TUDOR	Readers	6	6	1	0.001	NA	NA	NA	RMI1_N,UBA,SMN	TDRD3	NA	NA	NA
TUDOR.HG1.52	like:STK31	TUDOR	Readers	7	5	1	0.001	NA	NA	NA	RRM_1,zf-MYND,TUDOR	NA	NA	NA	NA
TUDOR.HG1.32	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	7	4	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.20	TDRD6/TDRD15	TUDOR	Readers	9	6	1	0.001	NA	NA	NA	TUDOR	TDRD6,TDRD15	SoYb	NA	NA
TUDOR.HG1.12	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	3	2	1	0.001	NA	NA	NA	TUDOR,DEAD,Helicase_C	NA	NA	NA	NA
TUDOR.HG1.15	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	3	2	1	0.001	NA	NA	NA	OST-HTH,TUDOR	NA	NA	NA	NA
TUDOR.HG1.14	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	4	3	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.50	like:STK31	TUDOR	Readers	4	3	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.31	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	6	6	1	0.001	NA	NA	NA	TUDOR	NA	tej	NA	NA
TUDOR.HG1.38	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	5	5	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.49	like:SND1/STK31	TUDOR	Readers	3	3	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.48	like:SND1/STK31	TUDOR	Readers	3	2	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.13	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	2	2	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.41	like:TDRD10	TUDOR	Readers	3	2	1	0.001	NA	NA	NA	OST-HTH,RRM_1,TUDOR	NA	NA	NA	NA
TUDOR.HG1.22	like:TDRD6/TDRD15	TUDOR	Readers	6	3	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.55	like:SND1	TUDOR	Readers	4	4	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.39	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	6	4	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.33	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	7	6	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.4	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	8	7	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG2.0	NA	TUDOR	Readers	5	4	1	0.001	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.46	like:TDRD10	TUDOR	Readers	3	2	1	0.001	NA	NA	NA	RRM_1,zf-MYND,TUDOR	NA	NA	NA	NA
TUDOR.HG1.44	like:TDRKH	TUDOR	Readers	2	2	1	0.000	NA	NA	NA	KH_1,TUDOR	NA	NA	NA	NA
TUDOR.HG1.45	like:TDRKH	TUDOR	Readers	2	2	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.19	like:TDRD6/TDRD15	TUDOR	Readers	9	5	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.57	like:SND1	TUDOR	Readers	3	2	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.36	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	2	2	1	0.000	NA	NA	NA	KH_1,TUDOR	NA	NA	NA	NA
TUDOR.HG1.11	like:TDRD6/TDRD15	TUDOR	Readers	2	2	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.0	like:TDRD6/TDRD15	TUDOR	Readers	2	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.64	like:SND1	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.63	like:SND1	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	RRM_1,TUDOR	NA	NA	NA	NA
TUDOR.HG1.61	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.62	like:SND1/STK31	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.60	like:TDRD6/TDRD15	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.59	like:TDRD6/TDRD15	TUDOR	Readers	1	1	1	0.000	NA	NA	NA	TUDOR	NA	NA	NA	NA
TUDOR.HG1.58	like:SND1	TUDOR	Readers	2	2	1	0.000	NA	NA	NA	RRM_1,TUDOR	NA	NA	NA	NA
TUDOR.HG1.43	AKAP1	TUDOR	Readers	41	35	1	0.000	NA	NA	NA	KH_1,TUDOR	AKAP1	spoon	NA	NA
YEATS.HG1.9	YEATS4	YEATS	Readers	177	157	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	YEATS	YEATS4	Gas41	YAF9	TAF14,TAF14B
YEATS.HG1.5	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	7	7	6	0.982	AmorCRUM,Diaphoratickes,Hemimastigophora,Malawimonadidae	Other eukaryotic	1.000	SIR2,YEATS	NA	NA	NA	NA
YEATS.HG1.1	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	21	13	6	0.867	NA	Other eukaryotic	1.000	No consensus	NA	NA	NA	NA
YEATS.HG1.6	YEATS2	YEATS	Readers	66	63	5	1.000	AmorCRUM,Discoba,Malawimonadidae	Other eukaryotic	1.000	YEATS	YEATS2	D12	NA	NA
YEATS.HG1.3	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	11	7	5	0.987	AmorCRUM,Ancyromonadida,Malawimonadidae	Other eukaryotic	1.000	YEATS	NA	NA	NA	NA
YEATS.HG1.2	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	6	6	3	0.860	NA	Other eukaryotic	1.000	YEATS	NA	NA	NA	NA
YEATS.HG1.8	MLLT1/MLLT3	YEATS	Readers	70	51	2	0.243	NA	Other eukaryotic	1.000	YEATS,AHD	MLLT1,MLLT3	ear	SAS5,TAF14	NA
YEATS.HG1.0	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	2	2	2	0.033	NA	Other eukaryotic	1.000	SIR2,YEATS	NA	NA	NA	NA
YEATS.HG1.4	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	2	2	2	0.002	NA	Other eukaryotic	1.000	VWA_2,YEATS	NA	NA	NA	NA
YEATS.HG1.10	like:MLLT1/MLLT3/YEATS2/YEATS4	YEATS	Readers	1	1	1	0.001	NA	Other eukaryotic	1.000	VWA,YEATS,VWA_3	NA	NA	NA	NA
YEATS.HG1.7	like:MLLT1/MLLT3/YEATS4	YEATS	Readers	3	3	1	0.001	NA	Other eukaryotic	1.000	YEATS	NA	NA	NA	NA
YEATS.HG1.12	like:MLLT1/MLLT3/YEATS4	YEATS	Readers	1	1	1	0.000	NA	Other eukaryotic	1.000	YEATS	NA	NA	NA	NA
YEATS.HG1.11	like:YEATS2	YEATS	Readers	1	1	1	0.000	NA	Other eukaryotic	1.000	YEATS	NA	CG2652	NA	NA
zf-CW.HG1.3	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	50	27	7	1.000	AmorCRUM,Diaphoratickes,Malawimonadidae	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.16	MORC1/MORC2/MORC3/MORC4	zf-CW	Readers	73	39	5	0.982	AmorCRUM,Diaphoratickes	NA	NA	HATPase_c_3,Morc6_S5,zf-CW	MORC1,MORC4,MORC2,MORC3	NA	NA	NA
zf-CW.HG1.12	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	11	11	5	0.967	AmorCRUM,Diaphoratickes,Meteor	NA	NA	SNF2_N,Helicase_C,zf-CW	NA	NA	NA	NA
zf-CW.HG1.6	like:AC098650.1/KDM1B/ZCWPW1/ZCWPW2	zf-CW	Readers	27	16	4	0.013	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.11	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	5	5	4	0.010	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.5	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	54	29	3	0.933	AmorCRUM,Diaphoratickes	NA	NA	B3,zf-CW	NA	NA	NA	VAL1,VAL2
zf-CW.HG1.13	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	14	11	3	0.547	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.2	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	4	4	3	0.447	NA	NA	NA	JmjN,JmjC,zf-CW	NA	NA	NA	NA
zf-CW.HG1.1	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	8	7	3	0.205	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.15	like:MORC1/MORC2/MORC3/MORC4	zf-CW	Readers	15	13	3	0.048	NA	NA	NA	HATPase_c_3,Morc6_S5,zf-CW	NA	NA	NA	NA
zf-CW.HG1.14	AC098650.1/ZCWPW2	zf-CW	Readers	21	18	3	0.006	NA	NA	NA	zf-CW,PWWP,ARID	ZCWPW2,AC098650.1	NA	NA	NA
zf-CW.HG1.18	ZCWPW1	zf-CW	Readers	33	28	2	0.105	NA	NA	NA	zf-CW,PWWP	ZCWPW1	NA	NA	NA
zf-CW.HG1.8	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	23	19	2	0.055	NA	NA	NA	zf-CW,AWS,SET	NA	NA	NA	EFS
zf-CW.HG1.7	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	4	4	2	0.035	NA	NA	NA	PHD,zf-CW	NA	NA	NA	NA
zf-CW.HG1.17	KDM1B	zf-CW	Readers	20	20	2	0.032	NA	NA	NA	zf-CW,SWIRM,Amino_oxidase	KDM1B	NA	NA	NA
zf-CW.HG1.9	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	20	18	2	0.015	NA	NA	NA	F-box-like,SNF2_N,zf-CW,Helicase_C	NA	NA	NA	NA
zf-CW.HG1.22	like:MORC1/MORC2/MORC3/MORC4	zf-CW	Readers	1	1	1	0.020	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG2.0	NA	zf-CW	Readers	42	15	1	0.009	NA	NA	NA	zf-CW,MBD	NA	NA	NA	MBD4,MBD1,MBD2,MBD12
zf-CW.HG1.10	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	3	2	1	0.002	NA	NA	NA	p450,zf-CW	NA	NA	NA	NA
zf-CW.HG1.19	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	1	1	1	0.001	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.0	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	2	2	1	0.001	NA	NA	NA	zf-CW	NA	NA	NA	NA
zf-CW.HG1.4	like:MORC1/MORC2/MORC3/MORC4	zf-CW	Readers	4	3	1	0.001	NA	NA	NA	HMG_box,zf-CW	NA	NA	NA	NA
zf-CW.HG1.20	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	zf-CW	Readers	1	1	1	0.000	NA	NA	NA	zf-CW,Chromo	NA	NA	NA	NA
zf-CW.HG1.21	like:MORC1/MORC2/MORC3/MORC4	zf-CW	Readers	1	1	1	0.000	NA	NA	NA	HMG_box,zf-CW	NA	NA	NA	NA
SNF2_N.HG6.0	SMARCA2/SMARCA4	SNF2_N	Remodeller	296	154	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	No consensus	SMARCA2,SMARCA4	brm	STH1,SNF2	SYD,BRM,CHR12,CHR23
SNF2_N.HG14.0	NA	SNF2_N	Remodeller	107	90	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	Bacteria	1.000	Helicase_C_3,ResIII,ERCC3_RAD25_C	NA	hay	SSL2	NA
SNF2_N.HG10.1	SHPRH	SNF2_N	Remodeller	215	125	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	0.988	SNF2_N	SHPRH	CG7376	IRC20	NA
SNF2_N.HG11.1	BTAF1	SNF2_N	Remodeller	184	148	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	0.932	DUF3535,SNF2_N,Helicase_C	BTAF1	Hel89B	MOT1	RGD3
SNF2_N.HG12.0	AC106886.6/EP400/SRCAP	SNF2_N	Remodeller	179	146	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	0.992	HSA,SNF2_N,Helicase_C	SRCAP,AC106886.6,EP400	dom	SWR1	PIE1
SNF2_N.HG2.10	SMARCA1/SMARCA5	SNF2_N	Remodeller	233	161	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	SNF2_N,Helicase_C,HAND,SLIDE	SMARCA5,SMARCA1	Iswi	ISW1,ISW2	CHR11,CHR17
SNF2_N.HG3.3	ERCC6	SNF2_N	Remodeller	170	152	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	SNF2_N,Helicase_C	ERCC6	NA	RAD26	CHR8
SNF2_N.HG8.1	CHD6/CHD7/CHD8/CHD9	SNF2_N	Remodeller	304	129	10	1.000	NA	Other eukaryotic	0.971	Chromo,SNF2_N,Helicase_C	CHD6,CHD9,CHD8,CHD7	kis	NA	NA
SNF2_N.HG9.2	SMARCAL1/ZRANB3	SNF2_N	Remodeller	275	137	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	0.861	SNF2_N,Helicase_C	ZRANB3,SMARCAL1	Marcal1	NA	CHR18
SNF2_N.HG4.6	CHD1/CHD2	SNF2_N	Remodeller	138	118	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Metamonada,Meteor	Other eukaryotic	1.000	Chromo,SNF2_N,Helicase_C,DUF4208	CHD1,CHD2	Chd1	CHD1	CHR5
SNF2_N.HG3.1	ERCC6L2	SNF2_N	Remodeller	102	86	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Other eukaryotic	0.989	SNF2_N,Helicase_C	ERCC6L2	NA	NA	SWI2
SNF2_N.HG7.8	RAD54B/RAD54L	SNF2_N	Remodeller	247	149	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Other eukaryotic	1.000	SNF2_N,Helicase_C	RAD54B,RAD54L	okr	RDH54,RAD54	CHR25
SNF2_N.HG13.0	INO80	SNF2_N	Remodeller	135	118	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	Other eukaryotic	1.000	DBINO,SNF2_N,Helicase_C	INO80	Ino80	INO80	INO80
SNF2_N.HG3.5	ERCC6L	SNF2_N	Remodeller	108	91	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Other eukaryotic	1.000	SNF2_N,Helicase_C	ERCC6L	NA	NA	CHR24
