aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_PHD15	Diaphoratickes	PHD	1	1	2	PHD.HG2.14:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.15:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19	like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3	Gonavo_comp166470_c0_seq1_6_ORF1_392,Gonavo_comp82130_c0_seq1_6_ORF7_304
aOG.eur_PHD16	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora,Malawimonadidae,Meteor	PHD	6	14	14	PHD.HG2.14:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.17:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.18:JADE1/JADE2/JADE3,PHD.HG2.19:BRD1/BRPF1/BRPF3,PHD.HG2.21:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.8:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19	BRD1/BRPF1/BRPF3,JADE1/JADE2/JADE3,like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3	Cavfas_EGG14670,Diprot_Gene.28645,Fabtro_Gene.15833,Gefoke_MALSP_18481.mRNA.1,Gonavo_g600.t1,Hetalb_XP_020432501.1,Lgig_LotgiP174941,Lpol_XP_013788697.1,Malcal_MALCA_07374.mRNA.1,Maljak_MALJA_03645.mRNA.1,Meteor_CRO19MET_NODE_313.p1,Ngad_EWM24254,Plafun_PRP85416,Spimul_14383_TR7744_c1_g1
aOG.eur_PHD17	AmorCRUM	PHD	1	3	3	PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D	KMT2A/KMT2B/KMT2C/KMT2D	Diprot_Gene.28913,Nk52_evm79s221,Tielac_KYR01218
aOG.eur_PHD18	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	PHD	4	7	7	PHD.HG14.0:like:UHRF1/UHRF2:likeclu:1,PHD.HG14.1:UHRF1/UHRF2,PHD.HG4.12:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8,PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B,PHD.HG5.5:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	BAZ1A/BAZ1B/BAZ2A/BAZ2B,like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66,like:KMT2A/KMT2B/KMT2C/KMT2D,like:UHRF1/UHRF2,UHRF1/UHRF2	Acas_ELR16011,Cscu_XP_023230679.1,Gonavo_comp23927_c0_seq1_6_ORF12_420,Meteor_CRO19MET_NODE_2125.p1,Oxytri_EJY81162,Plamic_ANCSI_10693.mRNA.1,Rigram_Gene.13444
aOG.eur_PHD19	AmorCRUM,Hemimastigophora	PHD	2	3	3	PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D	KMT2A/KMT2B/KMT2C/KMT2D	Apla_XP_022107874.1,Hemkuk_21282_TR7056_c0_g1,Hsap_ENSP00000301067.7
aOG.eur_PHD2	AmorCRUM,Diaphoratickes	PHD	2	3	3	PHD.HG1.1:CXXC1/DIDO1/PHF3,PHD.HG3.9:like:AIRE/PHF12/PHF21A/PHF21B:likeclu:8/12/15	CXXC1/DIDO1/PHF3,like:AIRE/PHF12/PHF21A/PHF21B	Sappar_KDO35231,Smoe_EFJ36474,Spom_SPBC4.05.1_pep
aOG.eur_PHD20	Diaphoratickes,Malawimonadidae	PHD	2	2	2	PHD.HG16.1:NA	NA	Gefoke_MALSP_02858.mRNA.1,Sbic_KXG22362
aOG.eur_PHD21	Diaphoratickes	PHD	1	2	2	PHD.HG16.1:NA	NA	Esil_CBJ29155,Gthe_EKX53176
aOG.eur_PHD22	AmorCRUM,Ancyromonadida,Diaphoratickes	PHD	3	4	4	PHD.HG4.2:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8	like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66	Bnat_JGI_V11_61809,Clim_evm46s149,Nk52_evm5s162,Plamic_ANCSI_00291.mRNA.1
aOG.eur_PHD23	Ancyromonadida,Diaphoratickes	PHD	2	3	3	PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D	KMT2A/KMT2B/KMT2C/KMT2D	Gthe_EKX50606,Phatri_Phatr3_J15937.p1,Plamic_ANCSI_01307.mRNA.1
aOG.eur_PHD24	Diaphoratickes	PHD	1	2	2	PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D,PHD.HG5.5:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	KMT2A/KMT2B/KMT2C/KMT2D,like:KMT2A/KMT2B/KMT2C/KMT2D	Chrtob_KOO34629.1,Plabra_CEP01627
aOG.eur_PHD25	AmorCRUM,Diaphoratickes,Hemimastigophora,Malawimonadidae	PHD	4	7	7	PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D,PHD.HG5.6:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	KMT2A/KMT2B/KMT2C/KMT2D,like:KMT2A/KMT2B/KMT2C/KMT2D	Gefoke_MALSP_18589.mRNA.1,Hemkuk_8596_TR2978_c0_g1,Hetalb_XP_020428877.1,Ppat_Pp3c8_14490V3.2,Pygbif_GCRY01004966.1.p1,Sappar_KDO25203,Spimul_16399_TR8807_c0_g1
aOG.eur_PHD26	Diaphoratickes	PHD	1	1	1	PHD.HG18.0:NA	NA	Vitbra_CEM05556.1
aOG.eur_PHD27	Malawimonadidae	PHD	1	1	1	PHD.HG10.3:like:TAF3:likeclu:2	like:TAF3	Gefoke_MALSP_13210.mRNA.1
aOG.eur_PHD28	Diaphoratickes	PHD	1	1	1	PHD.HG7.0:PHF13/PHF23	PHF13/PHF23	Gonavo_g20007.t1
aOG.eur_PHD29	Diaphoratickes	PHD	1	1	1	PHD.HG24.0:NA	NA	Vitbra_CEM06842.1
aOG.eur_PHD3	Diaphoratickes,Malawimonadidae	PHD	2	3	3	PHD.HG3.2:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4	like:AC006064.6/CHD3/CHD4/CHD5	Gefoke_MALSP_01969.mRNA.1,Gonavo_comp58511_c1_seq1_6_ORF53_1243,Pinf_PITG_10083T0
aOG.eur_PHD4	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	PHD	4	7	7	PHD.HG3.1:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4,PHD.HG3.21:like:PHF12/PHF21A/PHF21B:likeclu:12/15,PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5,like:AC006064.6/CHD3/CHD4/CHD5,like:PHF12/PHF21A/PHF21B	Chrtob_KOO30694.1,Gefoke_MALSP_13313.mRNA.1,Gonavo_comp54911_c1_seq1_6_ORF38_1458,Plafun_PRP81976,Plamic_ANCSI_06413.mRNA.1,Rigram_Gene.15078,Spun_KNC97563
aOG.eur_PHD5	AmorCRUM,Ancyromonadida,Diaphoratickes	PHD	3	8	8	PHD.HG1.1:CXXC1/DIDO1/PHF3,PHD.HG1.4:FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8,PHD.HG12.1:MTF2/PHF1/PHF19,PHD.HG17.0:NA,PHD.HG3.9:like:AIRE/PHF12/PHF21A/PHF21B:likeclu:8/12/15,PHD.HG5.2:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	CXXC1/DIDO1/PHF3,FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8,like:AIRE/PHF12/PHF21A/PHF21B,like:KMT2A/KMT2B/KMT2C/KMT2D,MTF2/PHF1/PHF19,NA	Ctel_CapteP220844,Ddis_EAL61367,Diprot_Gene.15537,Esil_CBN74814,Nutlon_comp19150_c0_seq1.p1,Plafun_PRP79815,Porpur_KAA8496554.1,Rigram_Gene.20318
aOG.eur_PHD6	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	PHD	5	6	7	PHD.HG2.11:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.8:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG5.4:KMT2A/KMT2B/KMT2C/KMT2D,PHD.HG5.6:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	KMT2A/KMT2B/KMT2C/KMT2D,like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3,like:KMT2A/KMT2B/KMT2C/KMT2D	Andgod_ANDGO_01073.mRNA.1,Chocri_XP_005716708.1,Diprot_Gene.30975,Meteor_CRO19MET_NODE_1438.p1,Meteor_CRO19MET_NODE_961.p2,Pavlsp_617284,Plamic_ANCSI_06319.mRNA.1
aOG.eur_PHD7	AmorCRUM,Diaphoratickes	PHD	2	2	2	PHD.HG1.5:like:FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8:likeclu:4,PHD.HG13.0:NA	like:FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8,NA	Oxytri_EJY79539,Sarc_Sarc4_g30830T
aOG.eur_PHD8	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Meteor	PHD	5	9	9	PHD.HG1.1:CXXC1/DIDO1/PHF3,PHD.HG17.0:NA	CXXC1/DIDO1/PHF3,NA	Andgod_ANDGO_08290.mRNA.1,Aplker_61507,Maljak_MALJA_19627.mRNA.1,Marpol_PTQ46362,Meteor_CRO19MET_NODE_372.p1,Plafun_PRP84253,Rigram_Gene.27040,Sarc_Sarc4_g28154T,Ttra_KNC50944
aOG.eur_PHD9	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Meteor	PHD	5	7	7	PHD.HG10.3:like:TAF3:likeclu:2	like:TAF3	Chabra_GBG90735,Cscu_XP_023218911.1,Lpol_XP_013777934.1,Meteor_CRO19MET_NODE_8628.p2,Sacu_v1.1_s0115.g020944,Secula_SECUL_05128.mRNA.1,Spimul_5522_TR2800_c0_g1
aOG.eur_PWWP0	Diaphoratickes,Discoba,Malawimonadidae	PWWP	3	3	3	PWWP.HG1.8:AC098650.1/GLYR1/HDGFL1/HDGFL2/HDGFL3/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2	AC098650.1/GLYR1/HDGFL1/HDGFL2/HDGFL3/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2	Cmer_CMT501CT,Gefoke_MALSP_01011.mRNA.1,Phakir_PHAKIR_12860.mRNA.1
aOG.eur_PWWP1	AmorCRUM,Diaphoratickes,Hemimastigophora	PWWP	3	8	8	PWWP.HG1.0:like:AC098650.1/BRD1/BRPF1/BRPF3/DNMT3A/DNMT3B/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/NSD1/NSD2/NSD3/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11:likeclu:2/3/8/14/17/18/22,PWWP.HG1.2:NSD1/NSD2/NSD3,PWWP.HG1.3:DNMT3A/DNMT3B,PWWP.HG1.8:AC098650.1/GLYR1/HDGFL1/HDGFL2/HDGFL3/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2	AC098650.1/GLYR1/HDGFL1/HDGFL2/HDGFL3/MSH6/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2,DNMT3A/DNMT3B,like:AC098650.1/BRD1/BRPF1/BRPF3/DNMT3A/DNMT3B/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/NSD1/NSD2/NSD3/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11,NSD1/NSD2/NSD3	Drer_ENSDARP00000106822.1,Gonavo_comp62291_c1_seq1_6_ORF9_217,Ngad_EWM25918,Notgen_g2935.t1,Plafun_PRP77672,Porpur_KAA8495732.1,Rigram_Gene.26105,Spimul_18950_TR10098_c0_g1
aOG.eur_TUDOR0	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Metamonada	TUDOR	5	8	8	TUDOR.HG1.16:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56,TUDOR.HG1.2:like:TDRD12:likeclu:1,TUDOR.HG1.56:SND1	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH,like:TDRD12,SND1	Amobb2_AMBB2_07459.mRNA.1,Bnat_JGI_V11_88957,Gonavo_g18997.t1,Hemkuk_9504_TR3306_c0_g9,Plabra_CEO94987,Tielac_KYQ93479,Ttra_KNC55364,Tvag_XP_001579487.1
aOG.eur_TUDOR1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	TUDOR	8	21	22	TUDOR.HG1.56:SND1	SND1	Amobb2_AMBB2_01988.mRNA.1,Carmem_3864.p1,Ccin_EAU91580,Chrtob_KOO31819.1,Cscu_XP_023227280.1,Dpul_EFX77404,Fabtro_Gene.21668,Gonavo_comp63106_c0_seq1_6_ORF3_904,Gthe_EKX34473,Hemkuk_27938_TR9226_c0_g1,Hetalb_XP_020427574.1,Klenit_GAQ90229.1,Maljak_MALJA_06219.mRNA.1,Maljak_MALJA_24397.mRNA.1,Manpla_Gene.16133,Meteor_CRO19MET_NODE_2122.p2,Ngad_EWM25108,Plafun_PRP74122,Plamic_ANCSI_01729.mRNA.1,Rigram_Gene.5433,Skow_XP_002732557.2,Styinc_Gene23316_m23316
aOG.eur_zf-CW0	AmorCRUM,Diaphoratickes	zf-CW	2	2	2	zf-CW.HG1.15:like:MORC1/MORC2/MORC3/MORC4:likeclu:16	like:MORC1/MORC2/MORC3/MORC4	Ngad_EWM29084,Sros_EGD82056
aOG.eur_zf-CW1	AmorCRUM,Diaphoratickes	zf-CW	2	3	3	zf-CW.HG1.15:like:MORC1/MORC2/MORC3/MORC4:likeclu:16,zf-CW.HG1.16:MORC1/MORC2/MORC3/MORC4	like:MORC1/MORC2/MORC3/MORC4,MORC1/MORC2/MORC3/MORC4	Acoe_PIA25673.1,Hsap_ENSP00000383333.1,Rigram_Gene.19821
aOG.eur_zf-CW2	Diaphoratickes	zf-CW	1	2	2	zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18,zf-CW.HG1.7:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	Aplker_99154,Otau_XP_022839927.1
aOG.eur_zf-CW3	Diaphoratickes	zf-CW	1	2	2	zf-CW.HG1.12:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18,zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	Otau_XP_022840135.1,Plabra_CEP01278
aOG.eur_zf-CW4	Diaphoratickes	zf-CW	1	1	1	zf-CW.HG1.9:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	Eimten_CDJ43456
aOG.eur_zf-CW5	Diaphoratickes	zf-CW	1	1	1	zf-CW.HG1.12:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18	like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2	Mpus_XP_003062543.1
aOG.eur_SNF2_N0	AmorCRUM,Ancyromonadida,Diaphoratickes	SNF2_N	3	4	4	SNF2_N.HG8.1:CHD6/CHD7/CHD8/CHD9	,CHD6/CHD7/CHD8/CHD9	Auraur_scaffold10.g238.t1,Coka_g4748.t1,Fabtro_Gene.122,Manpla_Gene.26360
aOG.eur_SNF2_N1	AmorCRUM,Diaphoratickes,Discoba,Metamonada	SNF2_N	4	4	4	SNF2_N.HG15.0:NA	NA	Amobb2_AMBB2_02729.mRNA.1,Bnat_JGI_V11_88026,Coerev_PIA19663.1,Tvag_XP_001316151.1
aOG.eur_SNF2_N10	AmorCRUM,Diaphoratickes,Discoba	SNF2_N	3	6	6	SNF2_N.HG10.1:SHPRH	SHPRH	Aano_EGB11874,Andgod_ANDGO_00878.mRNA.1,Ccin_EAU90488,Otau_XP_022838889.1,Phatri_Phatr3_EG02369.p1,Plafun_PRP86990
aOG.eur_SNF2_N11	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	SNF2_N	4	5	5	SNF2_N.HG10.1:SHPRH	SHPRH	Amobb2_AMBB2_01903.mRNA.1,Klenit_GAQ77838.1,Plabra_CEP03398,Plamic_ANCSI_00052.mRNA.1,Umay_KIS72012
aOG.eur_SNF2_N12	AmorCRUM,Ancyromonadida,Diaphoratickes	SNF2_N	3	5	6	SNF2_N.HG1.23:like:HLTF:likeclu:26,SNF2_N.HG1.25:like:HLTF:likeclu:26,SNF2_N.HG1.26:HLTF	HLTF,like:HLTF	Coka_g11195.t1,Gthe_EKX51654,Plamic_ANCSI_01092.mRNA.1,Plamic_ANCSI_04114.mRNA.1,Sarc_Sarc4_g29635T,Spun_KNC96716
aOG.eur_SNF2_N13	AmorCRUM,Diaphoratickes,Malawimonadidae	SNF2_N	3	6	7	SNF2_N.HG1.25:like:HLTF:likeclu:26,SNF2_N.HG1.26:HLTF	HLTF,like:HLTF	Azfi_s0046.g030121,Diprot_Gene.20856,Gefoke_MALSP_12002.mRNA.1,Gefoke_MALSP_14284.mRNA.1,Gpro_KXS19842,Klenit_GAQ86429.1,Rigram_Gene.23017
aOG.eur_SNF2_N14	AmorCRUM,Diaphoratickes,Discoba,Meteor	SNF2_N	4	7	7	SNF2_N.HG1.16:like:HLTF/TTF2:likeclu:18/26,SNF2_N.HG1.20:like:HLTF/TTF2:likeclu:18/26,SNF2_N.HG1.22:like:HLTF:likeclu:26	like:HLTF,like:HLTF/TTF2	Atha_AT5G43530.1,Bnat_JGI_V11_54114,Cfra_CFRG6066T1,Meteor_CRO19MET_NODE_238.p1,Phakir_PHAKIR_10808.mRNA.1,Ppat_Pp3c5_4990V3.1,Rirr_GBC12912
aOG.eur_SNF2_N15	AmorCRUM,Diaphoratickes	SNF2_N	2	2	2	SNF2_N.HG2.11:like:SMARCAD1:likeclu:7	like:SMARCAD1	Klenit_GAQ83283.1,Skow_XP_002737002.1
aOG.eur_SNF2_N16	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SNF2_N	7	21	22	SNF2_N.HG11.0:like:BTAF1:likeclu:1,SNF2_N.HG11.1:BTAF1	BTAF1,like:BTAF1	Amobb2_AMBB2_14349.mRNA.1,Apla_XP_022080346.1,Bralan_BL20797_evm1,Diprot_Gene.7089,Gefoke_MALSP_10439.mRNA.1,Gthe_EKX50965,Marpol_PTQ40715,Meteor_CRO19MET_NODE_1299.p1,Mlei_ML1670_g50_t1,Ngru_EFC48766,Plabra_CEO94988,Plafun_PRP74806,Plamic_ANCSI_00734.mRNA.1,Retfil_ETO13280,Rigram_Gene.20598,Smoe_EFJ05227,Sphfal_Sphfalx18G062300.2.p,Spis_XP_022794529_1,Styinc_Gene34405_m34405,Tielac_KYR02049,Tvag_XP_001304706.1,Tvag_XP_001330686.1
aOG.eur_SNF2_N17	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	SNF2_N	6	12	12	SNF2_N.HG10.1:SHPRH	SHPRH	Acas_ELR15068,Andgod_ANDGO_05846.mRNA.1,Aplker_60934,Gefoke_MALSP_10255.mRNA.1,Honfer_GBG28199,Maljak_MALJA_00845.mRNA.1,Meteor_CRO19MET_NODE_8431.p1,Nk52_evm23s967,Plafun_PRP84926,Plamic_ANCSI_07716.mRNA.1,Rigram_Gene.20189,Smoe_EFJ36474
aOG.eur_SNF2_N18	AmorCRUM	SNF2_N	1	2	3	SNF2_N.HG1.20:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Diprot_Gene.12174,Diprot_Gene.20700,Plafun_PRP86023
aOG.eur_SNF2_N19	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SNF2_N	7	18	18	SNF2_N.HG12.0:AC106886.6/EP400/SRCAP	AC106886.6/EP400/SRCAP	Alblai_CCA22986,Aque_Aqu2.1.31536_001,Carmem_5352.p1,Chrtob_KOO28558.1,Ddis_EAL73272,Diprot_Gene.13072,Emue_0015g552a,Gefoke_MALSP_13466.mRNA.1,Gonavo_g11557.t1,Hetalb_XP_020437310.1,Malcal_MALCA_02242.mRNA.1,Meteor_CRO19MET_NODE_243.p1,Plafun_PRP73136,Plamic_ANCSI_03313.mRNA.1,Recame_RECAM_03450.mRNA.1,Smoe_EFJ21594,Sphfal_Sphfalx06G077200.1.p,Ttra_KNC49088
aOG.eur_SNF2_N2	Diaphoratickes,Discoba,Metamonada	SNF2_N	3	5	5	SNF2_N.HG14.0:NA	NA	Jakbah_JAKBA_03302.mRNA.1,Plabra_CEP03194,Secula_SECUL_03213.mRNA.1,Styinc_Gene17533_m17533,Tvag_XP_001582312.1
aOG.eur_SNF2_N20	Ancyromonadida,Diaphoratickes,Discoba	SNF2_N	3	3	3	SNF2_N.HG1.17:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Ancsig_Gene.24501,Bnat_JGI_V11_89706,Tcru_EAN99707
aOG.eur_SNF2_N21	AmorCRUM,Diaphoratickes	SNF2_N	2	10	10	SNF2_N.HG1.17:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Alblai_CCA25894,Azfi_s0290.g063317,Cocsub_XP_005644539.1,Diprot_Gene.24928,Klenit_GAQ86849.1,Mbre_EDQ92891,Pinf_PITG_18962T0,Plafun_PRP86501,Rigram_Gene.17193,Sros_EGD73108
aOG.eur_SNF2_N22	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	SNF2_N	6	16	16	SNF2_N.HG3.5:ERCC6L	ERCC6L	Amobb2_AMBB2_03313.mRNA.1,Apla_XP_022086433.1,Coka_g10930.t1,Diprot_Gene.23642,Exapal_XP_028516303.1,Gefoke_MALSP_04362.mRNA.1,Gonavo_comp58110_c0_seq1_6_ORF19_746,Meteor_CRO19MET_NODE_2493.p1,Notgen_g28948.t1,Nvec_NVE697,Phakir_PHAKIR_15672.mRNA.1,Phatri_Phatr3_J47179.p1,Plamic_ANCSI_10675.mRNA.1,Secula_SECUL_08910.mRNA.1,Smoe_EFJ22210,Tielac_KYQ91721
aOG.eur_SNF2_N23	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SNF2_N	7	25	26	SNF2_N.HG3.3:ERCC6	ERCC6	Amobb2_AMBB2_14294.mRNA.1,Aplker_18291,Carmem_1564.p1,Coka_g17709.t1,Diprot_Gene.15475,Esil_CBJ29096,Fabtro_Gene.15607,Gefoke_MALSP_12007.mRNA.1,Gonavo_comp61536_c1_seq1_6_ORF40_1049,Hetalb_XP_020437307.1,Klenit_GAQ88535.1,Malcal_MALCA_05808.mRNA.1,Maljak_MALJA_19076.mRNA.1,Maljak_MALJA_19591.mRNA.1,Meteor_CRO19MET_NODE_920.p1,Mlei_ML0486_g4_t1,Morelo_OAQ31381,Plabra_CEO98309,Plafun_PRP77131,Plamic_ANCSI_10795.mRNA.1,Ppat_Pp3c15_23590V3.1,Rigram_Gene.18911,Sappar_KDO29148,Sbic_EES02658,Spun_KNC97521,Umbram_268262
aOG.eur_SNF2_N24	Ancyromonadida,Discoba	SNF2_N	2	2	2	SNF2_N.HG13.0:INO80	INO80	Plamic_ANCSI_07645.mRNA.1,Styinc_Gene32085_m32085
aOG.eur_SNF2_N25	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SNF2_N	4	12	12	SNF2_N.HG2.0:CHD1L	CHD1L	Acas_ELR21074,Atha_AT2G44980.2,Clyhem_TCONS_00069344-protein,Klenit_GAQ85190.1,Maljak_MALJA_09060.mRNA.1,Phakir_PHAKIR_02282.mRNA.1,Phoaus_g13660.t1,Pinf_PITG_03500T0,Ppat_Pp3c10_6710V3.1,Rigram_Gene.21158,Sappar_KDO19336,Vitbra_CEL92428.1
aOG.eur_SNF2_N26	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SNF2_N	5	5	5	SNF2_N.HG3.1:ERCC6L2	ERCC6L2	Esil_CBJ49262,Gefoke_MALSP_15335.mRNA.1,Plafun_PRP85625,Plamic_ANCSI_07146.mRNA.1,Secula_SECUL_03471.mRNA.1
aOG.eur_SNF2_N27	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Meteor	SNF2_N	5	12	12	SNF2_N.HG7.6:like:RAD54B/RAD54L:likeclu:8,SNF2_N.HG7.7:like:RAD54B/RAD54L:likeclu:8,SNF2_N.HG7.8:RAD54B/RAD54L	like:RAD54B/RAD54L,RAD54B/RAD54L	Amobb2_AMBB2_00554.mRNA.1,Bnat_JGI_V11_144355,Chocri_XP_005719060.1,Diprot_Gene.5868,Gefoke_MALSP_12695.mRNA.1,Linana_g5795.t1,Lpol_XP_013777941.1,Meteor_CRO19MET_NODE_3616.p1,Plabra_CEO95351,Plafun_PRP86391,Schagg_75359,Sphfal_Sphfalx01G140500.1.p
aOG.eur_SNF2_N28	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae,Meteor	SNF2_N	5	16	16	SNF2_N.HG7.8:RAD54B/RAD54L	RAD54B/RAD54L	Acoe_PIA56435.1,Aurlim_87513,Cavfas_EGG23345,Diprot_Gene.18544,Gefoke_MALSP_12136.mRNA.1,Meteor_CRO19MET_NODE_240.p2,Mpus_XP_003059004.1,Nvec_NVE6461,Plamic_ANCSI_01434.mRNA.1,Rigram_Gene.14737,Sappar_KDO30107,Sarc_Sarc4_g510T,Smoe_EFJ05392,Spis_XP_022795593_1,Tgon_TGME49_232450-t26_1,Tielac_KYR01271
aOG.eur_SNF2_N29	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	SNF2_N	5	18	19	SNF2_N.HG13.0:INO80	INO80	Amobb2_AMBB2_13389.mRNA.1,Carmem_4402.p1,Ddis_EAL61303,Diprot_Gene.22939,Gefoke_MALSP_03389.mRNA.1,Gthe_EKX51349,Hetalb_XP_020434368.1,Klenit_GAQ82942.1,Maljak_MALJA_20044.mRNA.1,Maljak_MALJA_20134.mRNA.1,Marpol_PTQ34735,Morelo_OAQ22480,Plabra_CEO95654,Plafun_PRP76042,Ptet_CAK56160,Rall_EPZ36318,Smoe_EFJ07441,Sphfal_Sphfalx07G075800.1.p,Tthe_EAR98158
